age,animal.id,MouseID,Sex,Genotype,assay,experiment.date,Mass,Diet,Injection,start.date,injection.days,diet.time,Mass.Change
66,22164,8186,M,fl/fl; +/+,Lean Mass,2019-05-17,16.11,Control Diet,AAV-Cre,2019-05-17,0,-2,-1.0399999999999991
66,22165,8187,M,fl/fl; +/+,Body Weight,2019-05-17,25.2,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.6999999999999993
66,22165,8187,M,fl/fl; +/+,Total Fat Mass,2019-05-17,2.01,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.06000000000000005
66,22165,8187,M,fl/fl; +/+,Lean Mass,2019-05-17,20.48,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.9899999999999984
66,22166,8188,M,fl/fl; +/+,Body Weight,2019-05-17,22.9,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.7000000000000028
66,22166,8188,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.33,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.2999999999999998
66,22166,8188,M,fl/fl; +/+,Lean Mass,2019-05-17,19.17,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.41999999999999815
66,22168,8190,M,fl/fl; +/+,Body Weight,2019-05-17,24.2,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-1
66,22168,8190,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.42,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-0.010000000000000009
66,22168,8190,M,fl/fl; +/+,Lean Mass,2019-05-17,20.25,Ketogenic Diet,AAV-GFP,2019-05-17,0,-2,-1.2300000000000004
66,22169,8191,M,fl/fl; +/+,Body Weight,2019-05-17,24.2,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.40000000000000213
66,22169,8191,M,fl/fl; +/+,Total Fat Mass,2019-05-17,2.19,Control Diet,AAV-Cre,2019-05-17,0,-2,0.19999999999999996
66,22169,8191,M,fl/fl; +/+,Lean Mass,2019-05-17,19.78,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.629999999999999
66,22170,8192,M,fl/fl; +/+,Body Weight,2019-05-17,25.1,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.1999999999999993
66,22170,8192,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.79,Control Diet,AAV-Cre,2019-05-17,0,-2,0.3400000000000001
66,22170,8192,M,fl/fl; +/+,Lean Mass,2019-05-17,21.16,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.6499999999999986
66,22171,8193,M,fl/fl; +/+,Body Weight,2019-05-17,25.4,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.40000000000000213
66,22171,8193,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.64,Control Diet,AAV-Cre,2019-05-17,0,-2,0.5
66,22171,8193,M,fl/fl; +/+,Lean Mass,2019-05-17,21.2,Control Diet,AAV-Cre,2019-05-17,0,-2,-1.0100000000000016
66,22172,8194,M,fl/fl; +/+,Body Weight,2019-05-17,24.6,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.8999999999999986
66,22172,8194,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.46,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.20999999999999996
66,22172,8194,M,fl/fl; +/+,Lean Mass,2019-05-17,20.63,Control Diet,AAV-Cre,2019-05-17,0,-2,-1.120000000000001
66,22173,8195,F,fl/fl; +/+,Body Weight,2019-05-17,19.5,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.8999999999999986
66,22173,8195,F,fl/fl; +/+,Total Fat Mass,2019-05-17,1.53,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.09000000000000008
66,22173,8195,F,fl/fl; +/+,Lean Mass,2019-05-17,15.82,Control Diet,AAV-Cre,2019-05-17,0,-2,-1.4400000000000013
63,22241,8263,M,fl/fl; +/+,Body Weight,2019-05-17,27.4,Control Diet,AAV-GFP,2019-05-17,0,-2,0
63,22241,8263,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.82,Control Diet,AAV-GFP,2019-05-17,0,-2,0.1200000000000001
63,22241,8263,M,fl/fl; +/+,Lean Mass,2019-05-17,23.04,Control Diet,AAV-GFP,2019-05-17,0,-2,-0.21000000000000085
63,22242,8264,M,fl/fl; +/+,Body Weight,2019-05-17,26.6,Control Diet,AAV-GFP,2019-05-17,0,-2,-0.5999999999999979
63,22242,8264,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.45,Control Diet,AAV-GFP,2019-05-17,0,-2,-0.15000000000000013
63,22242,8264,M,fl/fl; +/+,Lean Mass,2019-05-17,22.75,Control Diet,AAV-GFP,2019-05-17,0,-2,-0.5199999999999996
63,22243,8265,F,fl/fl; +/+,Body Weight,2019-05-17,19.7,Control Diet,AAV-Cre,2019-05-17,0,-2,0.3000000000000007
63,22243,8265,F,fl/fl; +/+,Total Fat Mass,2019-05-17,1.89,Control Diet,AAV-Cre,2019-05-17,0,-2,0.15999999999999992
63,22243,8265,F,fl/fl; +/+,Lean Mass,2019-05-17,15.61,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.7300000000000004
63,22244,8266,F,fl/fl; +/+,Body Weight,2019-05-17,21.1,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.29999999999999716
63,22244,8266,F,fl/fl; +/+,Total Fat Mass,2019-05-17,2.3,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.08000000000000007
63,22244,8266,F,fl/fl; +/+,Lean Mass,2019-05-17,16.81,Control Diet,AAV-Cre,2019-05-17,0,-2,-0.7100000000000009
56,22262,8284,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.59,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.34999999999999987
56,22262,8284,M,fl/fl; +/+,Lean Mass,2019-05-17,19.15,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.8399999999999999
56,22262,8284,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.59,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.34999999999999987
56,22263,8285,M,fl/fl; +/+,Body Weight,2019-05-17,22.4,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,0
56,22263,8285,M,fl/fl; +/+,Total Fat Mass,2019-05-17,1.03,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.3400000000000001
56,22263,8285,M,fl/fl; +/+,Lean Mass,2019-05-17,19.12,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.5999999999999979
56,22264,8286,F,fl/fl; +/+,Body Weight,2019-05-17,19.5,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.3999999999999986
56,22264,8286,F,fl/fl; +/+,Total Fat Mass,2019-05-17,1.86,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,0.2100000000000002
56,22264,8286,F,fl/fl; +/+,Lean Mass,2019-05-17,15.79,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.8399999999999999
56,22265,8287,F,fl/fl; +/+,Body Weight,2019-05-17,19.7,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.6000000000000014
56,22265,8287,F,fl/fl; +/+,Total Fat Mass,2019-05-17,0.93,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-1.1799999999999997
56,22265,8287,F,fl/fl; +/+,Lean Mass,2019-05-17,16.74,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,0.13999999999999702
56,22266,8288,F,fl/fl; +/+,Body Weight,2019-05-17,18.8,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-1
56,22266,8288,F,fl/fl; +/+,Total Fat Mass,2019-05-17,1.55,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.09999999999999987
56,22266,8288,F,fl/fl; +/+,Lean Mass,2019-05-17,15.14,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-1.3599999999999994
56,22267,8289,F,fl/fl; +/+,Body Weight,2019-05-17,18.9,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,0.29999999999999716
56,22267,8289,F,fl/fl; +/+,Total Fat Mass,2019-05-17,1.66,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.25
56,22267,8289,F,fl/fl; +/+,Lean Mass,2019-05-17,14.23,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.8899999999999988
56,22268,8290,F,fl/fl; +/+,Body Weight,2019-05-17,19.8,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-1
56,22268,8290,F,fl/fl; +/+,Total Fat Mass,2019-05-17,1.25,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-0.3999999999999999
56,22268,8290,F,fl/fl; +/+,Lean Mass,2019-05-17,16.1,Ketogenic Diet,AAV-Cre,2019-05-17,0,-2,-1.2199999999999989
93,22128,8148,M,fl/fl; +/+,Body Weight,2019-06-04,27.2,Control Diet,AAV-GFP,2019-05-17,18,0,0
93,22128,8148,M,fl/fl; +/+,Total Fat Mass,2019-06-04,2.02,Control Diet,AAV-GFP,2019-05-17,18,0,0
93,22128,8148,M,fl/fl; +/+,Lean Mass,2019-06-04,22.47,Control Diet,AAV-GFP,2019-05-17,18,0,0
93,22129,8149,M,fl/fl; +/+,Body Weight,2019-06-04,24.2,Control Diet,AAV-GFP,2019-05-17,18,0,0
93,22129,8149,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.85,Control Diet,AAV-GFP,2019-05-17,18,0,0
93,22129,8149,M,fl/fl; +/+,Lean Mass,2019-06-04,20.12,Control Diet,AAV-GFP,2019-05-17,18,0,0
93,22131,8151,F,fl/fl; +/+,Body Weight,2019-06-04,21.1,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22131,8151,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.41,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22131,8151,F,fl/fl; +/+,Lean Mass,2019-06-04,17.72,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22132,8152,F,fl/fl; +/+,Body Weight,2019-06-04,21.4,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22132,8152,F,fl/fl; +/+,Total Fat Mass,2019-06-04,2.04,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22132,8152,F,fl/fl; +/+,Lean Mass,2019-06-04,17.1,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22133,8153,F,fl/fl; +/+,Body Weight,2019-06-04,21.9,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22133,8153,F,fl/fl; +/+,Total Fat Mass,2019-06-04,2.27,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22133,8153,F,fl/fl; +/+,Lean Mass,2019-06-04,17.59,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22134,8154,F,fl/fl; +/+,Body Weight,2019-06-04,24.5,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22134,8154,F,fl/fl; +/+,Total Fat Mass,2019-06-04,2.88,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
93,22134,8154,F,fl/fl; +/+,Lean Mass,2019-06-04,19.48,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22164,8186,M,fl/fl; +/+,Body Weight,2019-06-04,20.6,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22164,8186,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.43,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22164,8186,M,fl/fl; +/+,Lean Mass,2019-06-04,17.15,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22165,8187,M,fl/fl; +/+,Body Weight,2019-06-04,25.9,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22165,8187,M,fl/fl; +/+,Total Fat Mass,2019-06-04,2.07,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22165,8187,M,fl/fl; +/+,Lean Mass,2019-06-04,21.47,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22166,8188,M,fl/fl; +/+,Body Weight,2019-06-04,23.6,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22166,8188,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.63,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22166,8188,M,fl/fl; +/+,Lean Mass,2019-06-04,19.59,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22168,8190,M,fl/fl; +/+,Body Weight,2019-06-04,25.2,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22168,8190,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.43,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22168,8190,M,fl/fl; +/+,Lean Mass,2019-06-04,21.48,Ketogenic Diet,AAV-GFP,2019-05-17,18,0,0
84,22169,8191,M,fl/fl; +/+,Body Weight,2019-06-04,24.6,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22169,8191,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.99,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22169,8191,M,fl/fl; +/+,Lean Mass,2019-06-04,20.41,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22170,8192,M,fl/fl; +/+,Body Weight,2019-06-04,25.3,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22170,8192,M,fl/fl; +/+,Lean Mass,2019-06-04,21.81,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22170,8192,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.45,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22171,8193,M,fl/fl; +/+,Body Weight,2019-06-04,25.8,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22171,8193,M,fl/fl; +/+,Lean Mass,2019-06-04,22.21,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22171,8193,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.14,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22172,8194,M,fl/fl; +/+,Body Weight,2019-06-04,25.5,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22172,8194,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.67,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22172,8194,M,fl/fl; +/+,Lean Mass,2019-06-04,21.75,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22173,8195,F,fl/fl; +/+,Body Weight,2019-06-04,20.4,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22173,8195,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.62,Control Diet,AAV-Cre,2019-05-17,18,0,0
84,22173,8195,F,fl/fl; +/+,Lean Mass,2019-06-04,17.26,Control Diet,AAV-Cre,2019-05-17,18,0,0
81,22241,8263,M,fl/fl; +/+,Body Weight,2019-06-04,27.4,Control Diet,AAV-GFP,2019-05-17,18,0,0
81,22241,8263,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.7,Control Diet,AAV-GFP,2019-05-17,18,0,0
81,22241,8263,M,fl/fl; +/+,Lean Mass,2019-06-04,23.25,Control Diet,AAV-GFP,2019-05-17,18,0,0
81,22242,8264,M,fl/fl; +/+,Body Weight,2019-06-04,27.2,Control Diet,AAV-GFP,2019-05-17,18,0,0
81,22242,8264,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.6,Control Diet,AAV-GFP,2019-05-17,18,0,0
81,22242,8264,M,fl/fl; +/+,Lean Mass,2019-06-04,23.27,Control Diet,AAV-GFP,2019-05-17,18,0,0
81,22243,8265,F,fl/fl; +/+,Body Weight,2019-06-04,19.4,Control Diet,AAV-Cre,2019-05-17,18,0,0
81,22243,8265,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.73,Control Diet,AAV-Cre,2019-05-17,18,0,0
81,22243,8265,F,fl/fl; +/+,Lean Mass,2019-06-04,16.34,Control Diet,AAV-Cre,2019-05-17,18,0,0
81,22244,8266,F,fl/fl; +/+,Body Weight,2019-06-04,21.4,Control Diet,AAV-Cre,2019-05-17,18,0,0
81,22244,8266,F,fl/fl; +/+,Total Fat Mass,2019-06-04,2.38,Control Diet,AAV-Cre,2019-05-17,18,0,0
81,22244,8266,F,fl/fl; +/+,Lean Mass,2019-06-04,17.52,Control Diet,AAV-Cre,2019-05-17,18,0,0
74,22262,8284,M,fl/fl; +/+,Body Weight,2019-06-04,24,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22262,8284,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.94,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22262,8284,M,fl/fl; +/+,Lean Mass,2019-06-04,19.99,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22263,8285,M,fl/fl; +/+,Body Weight,2019-06-04,22.4,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22263,8285,M,fl/fl; +/+,Total Fat Mass,2019-06-04,1.37,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22263,8285,M,fl/fl; +/+,Lean Mass,2019-06-04,19.72,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22264,8286,F,fl/fl; +/+,Body Weight,2019-06-04,19.9,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22264,8286,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.65,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22264,8286,F,fl/fl; +/+,Lean Mass,2019-06-04,16.63,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22265,8287,F,fl/fl; +/+,Body Weight,2019-06-04,20.3,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22265,8287,F,fl/fl; +/+,Total Fat Mass,2019-06-04,2.11,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22265,8287,F,fl/fl; +/+,Lean Mass,2019-06-04,16.6,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22266,8288,F,fl/fl; +/+,Body Weight,2019-06-04,19.8,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22266,8288,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.65,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22266,8288,F,fl/fl; +/+,Lean Mass,2019-06-04,16.5,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22267,8289,F,fl/fl; +/+,Body Weight,2019-06-04,18.6,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22267,8289,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.91,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22267,8289,F,fl/fl; +/+,Lean Mass,2019-06-04,15.12,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22268,8290,F,fl/fl; +/+,Body Weight,2019-06-04,20.8,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22268,8290,F,fl/fl; +/+,Total Fat Mass,2019-06-04,1.65,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
74,22268,8290,F,fl/fl; +/+,Lean Mass,2019-06-04,17.32,Ketogenic Diet,AAV-Cre,2019-05-17,18,0,0
70,22322,8344,M,fl/fl; +/+,Body Weight,2019-06-07,21.2,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-1
70,22322,8344,M,fl/fl; +/+,Total Fat Mass,2019-06-07,1.7,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-0.6300000000000001
70,22322,8344,M,fl/fl; +/+,Lean Mass,2019-06-07,17.05,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-0.7799999999999976
70,22323,8345,M,fl/fl; +/+,Body Weight,2019-06-07,23.7,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-0.6999999999999993
70,22323,8345,M,fl/fl; +/+,Total Fat Mass,2019-06-07,1.76,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-1.2300000000000002
70,22323,8345,M,fl/fl; +/+,Lean Mass,2019-06-07,18.84,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-0.120000000000001
70,22324,8346,M,fl/fl; +/+,Body Weight,2019-06-07,22.7,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-0.9000000000000021
70,22324,8346,M,fl/fl; +/+,Total Fat Mass,2019-06-07,1.74,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-1.47
70,22324,8346,M,fl/fl; +/+,Lean Mass,2019-06-07,17.05,Ketogenic Diet,AAV-Cre,2019-06-07,0,-2,-1.009999999999998
70,22325,8347,F,fl/fl; +/+,Body Weight,2019-06-07,20.3,Control Diet,AAV-GFP,2019-06-07,0,-2,0.1999999999999993
70,22325,8347,F,fl/fl; +/+,Total Fat Mass,2019-06-07,2.12,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.17999999999999972
70,22325,8347,F,fl/fl; +/+,Lean Mass,2019-06-07,18.84,Control Diet,AAV-GFP,2019-06-07,0,-2,3.1999999999999993
70,22326,8348,F,fl/fl; +/+,Body Weight,2019-06-07,20.5,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.10000000000000142
70,22326,8348,F,fl/fl; +/+,Total Fat Mass,2019-06-07,1.77,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.4500000000000002
70,22326,8348,F,fl/fl; +/+,Lean Mass,2019-06-07,16.2,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.060000000000002274
70,22327,8349,F,fl/fl; +/+,Body Weight,2019-06-07,20.8,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.09999999999999787
70,22327,8349,F,fl/fl; +/+,Total Fat Mass,2019-06-07,2.13,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.07000000000000028
70,22327,8349,F,fl/fl; +/+,Lean Mass,2019-06-07,15.74,Control Diet,AAV-GFP,2019-06-07,0,-2,-0.7400000000000002
100,22128,8148,M,fl/fl; +/+,Body Weight,2019-06-11,25.9,Control Diet,AAV-GFP,2019-05-17,25,1,-1.3000000000000007
100,22128,8148,M,fl/fl; +/+,Lean Mass,2019-06-11,21.41,Control Diet,AAV-GFP,2019-05-17,25,1,-1.0599999999999987
100,22128,8148,M,fl/fl; +/+,Total Fat Mass,2019-06-11,2.22,Control Diet,AAV-GFP,2019-05-17,25,1,0.20000000000000018
100,22129,8149,M,fl/fl; +/+,Body Weight,2019-06-11,24,Control Diet,AAV-GFP,2019-05-17,25,1,-0.1999999999999993
100,22129,8149,M,fl/fl; +/+,Total Fat Mass,2019-06-11,1.95,Control Diet,AAV-GFP,2019-05-17,25,1,0.09999999999999987
100,22129,8149,M,fl/fl; +/+,Lean Mass,2019-06-11,19.87,Control Diet,AAV-GFP,2019-05-17,25,1,-0.25
100,22131,8151,F,fl/fl; +/+,Body Weight,2019-06-11,19.8,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-1.3000000000000007
100,22131,8151,F,fl/fl; +/+,Lean Mass,2019-06-11,15.9,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-1.8199999999999985
100,22131,8151,F,fl/fl; +/+,Total Fat Mass,2019-06-11,2.15,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,0.74
100,22132,8152,F,fl/fl; +/+,Body Weight,2019-06-11,21.2,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-0.1999999999999993
100,22132,8152,F,fl/fl; +/+,Lean Mass,2019-06-11,16.08,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-1.0200000000000031
100,22132,8152,F,fl/fl; +/+,Total Fat Mass,2019-06-11,3.2,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,1.1600000000000001
100,22133,8153,F,fl/fl; +/+,Body Weight,2019-06-11,21.2,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-0.6999999999999993
100,22133,8153,F,fl/fl; +/+,Lean Mass,2019-06-11,16.89,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-0.6999999999999993
100,22133,8153,F,fl/fl; +/+,Total Fat Mass,2019-06-11,3.09,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,0.8199999999999998
100,22134,8154,F,fl/fl; +/+,Body Weight,2019-06-11,24,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-0.5
100,22134,8154,F,fl/fl; +/+,Lean Mass,2019-06-11,18.2,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,-1.2800000000000011
100,22134,8154,F,fl/fl; +/+,Total Fat Mass,2019-06-11,3.44,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,0.56
91,22165,8187,M,fl/fl; +/+,Body Weight,2019-06-11,26.5,Ketogenic Diet,AAV-GFP,2019-05-17,25,1,0.6000000000000014
