ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
C1333064,Classical Hodgkin's Lymphoma,215,-0.5570228761146339,-1.953689051281249,4.1141150304977066e-9,2.8682861971715372e-6,2.6601985895763642e-6,2033,"tags=29%, list=14%, signal=25%",RTEL1/IL6/CEBPD/TBC1D9/PDCD1LG2/JCHAIN/PRDM1/CD274/GRHL3/FUT4/TNFAIP3/TNFRSF17/HLA-G/CA9/NCF1/IRF5/CDKN1A/CCL5/DOK2/PDCD1/TNFRSF14/BATF3/SOCS1/IL4/FSCN1/CCL17/CIITA/IRF4/HLA-DRA/PIWIL4/GRAP2/POU2F2/CD83/PTPRC/BCL2/LIPC/LTA/SYK/CTLA4/GCSAM/TNFSF8/IFNG/IL2/PIWIL1/IL15/IL10/ARHGDIB/SKAP1/ITK/CD40/LCK/CD40LG/TNFRSF8/CD79A/CCL22/CD79B/APOB/FOXP3/CD19/LEF1/FCER2/PAX5/AICDA
C0151449,Primary SjC6gren's syndrome,215,-0.551407674657654,-1.9339944245833995,7.617784741008376e-9,4.868399264899436e-6,4.515208025876631e-6,1689,"tags=30%, list=12%, signal=27%",TNFAIP3/TNIP1/TLR8/SH2B2/IKZF1/CDK1/GNRH1/ISG20/MTHFR/IRF5/CCL5/EBI3/PDCD1/IL1B/SLC22A1/IL11/HELLS/ETS1/SOCS1/IL4/IL21/CD69/CXCL10/CD70/CXCR3/TASL/AKNA/STAT4/BTK/UTS2B/PTPN6/CXCR4/LTA/CTLA4/CUBN/TLR1/IFNG/TNFSF4/IL2/IL15/POU2AF1/ARHGAP45/PTGS1/IL10/ARHGDIB/LRP2/IL21R/RAC2/CD40LG/CD27/IL22RA2/TNFRSF13C/LTB/IL12A/NTRK1/BANK1/CCR7/BLK/BPIFB2/CXCR5/CD19/LEF1/CXCL13/CR2
C0009447,Common Variable Immunodeficiency,146,-0.6088704596998965,-2.0339098034380725,1.1173356997898155e-8,6.289820775205071e-6,5.833508654536811e-6,1275,"tags=30%, list=9%, signal=28%",EBI3/GPR35/LRRK2/VAV1/UCHL1/IL4/IL21/CRB1/CD69/TNFRSF13B/CD70/ADCY7/NLRP12/IRF4/FGF14/BTK/CARD11/PTPRC/BCL2/LTA/CTLA4/IFNG/IL2/IL33/POU2AF1/IL10/SH2D1A/ITK/CD40/IL21R/MSH5/LCK/CD40LG/CD27/TNFRSF8/TNFRSF13C/CCR7/BLK/CXCR5/FOXP3/CD19/PAX5/AICDA/CR2
C4721414,Mantle cell lymphoma,341,-0.4981145946429622,-1.8091727796012687,1.1482265074047592e-8,6.289820775205071e-6,5.833508654536811e-6,862,"tags=15%, list=6%, signal=14%",BACH2/CD160/CD70/CXCR3/IRF4/CDC6/MELK/PAG1/TUBB3/TP73/BTK/CARD11/AURKB/PTPRC/BCL2/CXCR4/LTA/PLK1/SYK/IL2/ZAP70/DUSP2/IL10/MLC1/FUT1/MYCN/CD40/MMP7/LCK/TNFRSF9/CD6/CD40LG/CD79A/GREM1/CD5/BTLA/LTB/NTRK1/CD79B/CCR7/CD37/CXCR5/CD22/CD19/LEF1/SPIB/FCER2/PAX5/PLAG1/AICDA
C0021053,Immune System Diseases,326,-0.4991668875756294,-1.804617737132498,1.4321113622696002e-8,7.321908024830376e-6,6.790720333232063e-6,2045,"tags=28%, list=14%, signal=25%",PDE4A/RTEL1/IL6/CD74/ACR/YDJC/TRPV1/AIRE/GJA1/CD274/PER1/HSD11B2/IL18/VTN/RENBP/TNFAIP3/TNIP1/TLR9/ARTN/ADORA3/NOX4/TBX21/PLEK/ISG20/CCDC88B/IL2RB/ADAM33/IRF5/CCL5/SLAMF8/CLEC12A/NLRC5/IRF8/PDCD1/IL1B/WAS/POLE/ITGB2/DCLK3/ETS1/UBASH3A/TIGIT/SOCS1/ABO/GP6/IL4/IL21/TTC34/CRB1/LPAR3/BACH2/CISH/CSF2/LEP/CXCL10/CXCR3/DENND1B/UNC13D/AFF3/NCF4/STAT4/BTK/IL16/ITGAL/PTPRC/TRAF1/GIMAP4/CXCR4/SYK/CTLA4/TAGAP/IFNG/IL2/IL15/IL33/IL10/RMI2/SH2D1A/GPR83/ITK/CD40/MMEL1/CD247/CD40LG/CCL22/SPACA9/IL12A/CCR6/FOXP3/TIMD4/CNTNAP2/AICDA
C0024314,Lymphoproliferative Disorders,217,-0.5486709635715648,-1.9215788960727154,1.758250280354154e-8,8.427513375022505e-6,7.816116542337513e-6,2259,"tags=35%, list=16%, signal=30%",TNFSF13B/CIZ1/RASGRP1/STIM2/CD44/SLC27A5/CD38/ICAM1/BATF/SLC11A1/ITGAE/RTEL1/IL6/XCL1/TBC1D9/PDCD1LG2/PRDM1/CD274/IL18/NOTCH4/TNFAIP3/HDAC9/FAAP24/IKZF1/HLA-G/ISG20/MTHFR/IL2RB/CLEC4D/EBI3/IRF8/PDCD1/SOCS1/IL4/NKX2-5/FSCN1/CCL17/CD69/LAT/CD70/CXCR3/IRF4/TP73/CARD11/FGR/PTPRC/TRAF1/BCL2/CXCR4/PLK1/SYK/CTLA4/IFNG/IL2/IL15/ZAP70/POU2AF1/IL10/IL2RG/SH2D1A/ITK/LCK/CD40LG/CD27/TNFRSF8/SLAMF1/CD5/TNFRSF13C/CD5L/CCL22/IL12A/CD22/FOXP3/CD19/CXCL13/FCER2/AICDA
C0242647,Mucosa-Associated Lymphoid Tissue Lymphoma,179,-0.5767463364488536,-1.9772345693645001,3.049630766090471e-8,1.3757422555969308e-5,1.2759352994720317e-5,1093,"tags=21%, list=8%, signal=19%",IL4/IL21/NR0B2/MKI67/TNFRSF13B/CSF2/CXCR3/IRF4/CARD11/BCL2/PTPN6/CXCR4/CTLA4/GCSAM/IL2/CXCR2/ZAP70/IL7R/PTGS1/CD40/CD40LG/TNFRSF8/CD79A/SELL/TNFRSF13C/BTLA/IL12A/CD79B/CCR6/CXCR5/FOXP3/CD19/LEF1/CXCL13/FCER2/PAX5/AICDA
C0006413,Burkitt Lymphoma,375,-0.4720551038244774,-1.7308956801648705,3.255079575595513e-8,1.3868447369578882e-5,1.286232321187069e-5,2186,"tags=25%, list=15%, signal=22%",CD44/HERPUD1/ALOX5/CSF3R/CD38/ICAM1/FANCB/PIK3AP1/RTEL1/IL6/POLI/EGF/CDC25C/TBC1D9/PRDM1/PIP4K2A/CD274/DLEC1/ASPG/IL18/PIM3/CHGB/TLR9/HDAC9/GPER1/E2F8/IKZF1/ISG20/IRF5/CDKN1A/CLEC4D/TIMP1/ADGRE5/ZC3H12D/PRKCB/EBI3/IL1B/E2F1/VAV1/ITGB2/HELLS/ETS1/IL4/IL21/NR0B2/MKI67/CCL17/BACH2/CD69/CSF2/CD70/IRF4/BIRC5/TP73/BTK/POU2F2/ITGAL/FGR/PTPRC/BCL2/ATP2A3/PTPN6/IL13RA2/CXCR4/PLK1/SYK/GCSAM/RHOH/TNFSF8/IFNG/IL2/ZAP70/DUSP2/IL10/SH2D1A/MYCN/CD40/VPREB3/CD59/CD6/CD40LG/TNFRSF8/FLT3/CD79A/TNFRSF13C/CD79B/CD22/CD19/LEF1/CXCL13/FCER2/PAX5/FCRL5/AICDA/CR2
C0023443,Hairy Cell Leukemia,101,-0.6556810350560881,-2.0718823033989455,6.542077064500897e-8,2.6405888951398622e-5,2.449020206361915e-5,1510,"tags=30%, list=11%, signal=27%",TBX21/ISG20/DOK2/GDF1/IL1B/ITGB2/IL4/CD160/CXCR3/BTK/GRAP2/BCL2/LTA/RHOH/IFNG/IL2/IL10/SKAP1/ITK/CD40/APOH/FLT3/TNFRSF13C/CD79B/CD22/CD19/PAX5/FCRL5/AICDA/CR2
C0497156,Lymphadenopathy,213,-0.5372975080782963,-1.8789564227556599,1.024186065314929e-7,3.927241467450095e-5,3.6423290754384084e-5,1477,"tags=22%, list=10%, signal=20%",ISG20/IL2RB/NCF1/BTNL2/CLEC4D/FZD9/TG/IRF8/ALPP/TNFRSF13B/LAT/CD70/NLRP12/STAT4/BTK/CARD11/PSTPIP1/PTPRC/BCL2/CXCR4/MPL/CTLA4/IFNG/IL2/HAL/ZAP70/IL7R/IL10/IL2RG/SH2D1A/CCBE1/ITK/IL21R/CD27/SELL/TNFRSF13C/IL12A/CD79B/CCR7/CXCR5/FOXP3/CD19/CXCL13/FCER2/AICDA/CR2
C2936664,Acquired Hypogammaglobulinemia,67,-0.7090177100558588,-2.1119875490056303,1.234322519633689e-7,4.34884873383902e-5,4.033349698313821e-5,1228,"tags=43%, list=9%, signal=40%",VAV1/UCHL1/IL4/IL21/TNFRSF13B/NLRP12/IRF4/BTK/CARD11/PTPRC/BCL2/LTA/CTLA4/IFNG/IL2/POU2AF1/IL10/SH2D1A/ITK/CD40/CD40LG/TNFRSF8/TNFRSF13C/CCR7/BLK/FOXP3/CD19/AICDA/CR2
C0014060,"Encephalitis, St. Louis",186,-0.5524181753555439,-1.9014234185298258,1.2989585858289163e-7,4.34884873383902e-5,4.033349698313821e-5,1689,"tags=31%, list=12%, signal=28%",TNFAIP3/TNFRSF17/TLR9/SLC5A11/C3/SH2B2/HLA-G/XKR6/ISG20/IRF5/CCL5/SERPINE1/PDCD1/IL1B/SIGLEC1/UCHL1/ETS1/APOM/IL21/CD48/CSF2/LEP/CXCL10/CD70/CXCR3/TASL/CTRL/STAT4/PTPRC/BCL2/TNFRSF4/CXCR4/LTA/CAMK4/CTLA4/IFNG/TNFSF4/IL2/IL15/ZAP70/DOCK11/DTX1/IL10/ARHGDIB/CD40/SLAMF6/APOH/CD247/CD40LG/SELL/TNFRSF13C/BANK1/CCR6/BLK/CXCR5/FOXP3/CXCL13/AICDA
C1844383,Recurrent bacterial infection,57,-0.7390318856360595,-2.1244586300659405,1.3236716536698647e-7,4.34884873383902e-5,4.033349698313821e-5,1688,"tags=37%, list=12%, signal=33%",PGM3/C3/IKZF1/MAN2B1/WAS/ITGB2/CIITA/TNFRSF13B/BTK/FERMT3/CXCR4/CD8A/CEBPE/CD40/CD40LG/CD79A/TNFRSF13C/CD79B/CD19/AICDA/CR2
C0079772,T-Cell Lymphoma,368,-0.4666684503840585,-1.7072357418058497,1.3648676895496226e-7,4.34884873383902e-5,4.033349698313821e-5,1942,"tags=24%, list=14%, signal=21%",NFATC1/CDC25C/TBC1D9/PDCD1LG2/PRDM1/KL/CD274/DLEC1/ASPG/IL18/WIPF1/FUT4/TNFRSF17/PCDH10/HLA-G/TBX21/TPX2/MTHFR/IL2RB/RECQL4/EPB41L3/RUNX3/PIK3R5/PDCD1/IL1B/WAS/VAV1/UCHL1/ESPL1/ABO/IL4/NR0B2/TMPRSS11D/MKI67/CCL17/CSF2/LEP/CXCL10/CD70/CXCR3/IRF4/MELK/TP73/MATK/CEP55/IL16/FOXQ1/BCL2/UCP1/PTPN6/CXCR4/SEPTIN6/LTA/CD3E/PLK1/SYK/CTLA4/PRKCQ/PRC1/IFNG/IL2/IL15/ITGB7/ZAP70/POU2AF1/IL7R/CD4/IL10/IL2RG/ITK/CD40/BCL11B/LCK/CD247/CD40LG/CD27/TNFRSF8/CD79A/HLA-DOA/TNFRSF13C/CD37/FOXP3/CD19/LEF1/SPIB/CXCL13/PAX5/CR2
C1527336,Sjogren's Syndrome,337,-0.4766838912185986,-1.7299484683839679,1.4176713827875277e-7,4.34884873383902e-5,4.033349698313821e-5,1477,"tags=21%, list=10%, signal=19%",ISG20/NCF1/IRF5/VIPR2/KCNH3/CCL5/ASCL2/EBI3/PDCD1/FPR2/IL1B/E2F1/SLC22A1/ITGB2/GRAP/CDKN2D/SHISA9/IL4/PSPN/IL21/CHIA/ALPP/LAPTM5/MUC5B/CCL17/CD69/LEP/CXCL10/CXCR3/HLA-DRA/AQP3/STAT4/BTK/ITGAL/BCL2/CXCR4/LTA/CD8A/CTLA4/LY9/IFNG/IL2/CXCR2/IL33/ARHGAP45/IL7R/CD4/IL10/CD40/MSH5/APOH/TNFRSF9/CD40LG/CD2/CD27/TNFRSF8/CHST3/TNFSF14/TNFRSF13C/CCL22/IL12A/TRAT1/CCR7/BLK/CXCR5/INSRR/FOXP3/LEF1/CXCL13/AICDA/CR2
C1843697,Axial muscle weakness,21,0.8693954985640299,2.0672673012728864,1.59696237912549e-7,4.710424802120532e-5,4.3686942492918774e-5,900,"tags=48%, list=6%, signal=45%",MYH7/ACTA1/NEB/RYR1/TTN/KLHL41/LMOD3/KLHL40/DES/CRYAB
C0221629,Proximal muscle weakness,93,0.6458617940041049,1.9945483446119774,2.126347644037898e-7,5.936650116631635e-5,5.505959720004662e-5,980,"tags=17%, list=7%, signal=16%",MYH7/SGCA/ACTA1/NEB/CASQ1/RYR1/MYOT/TTN/TRDN/MYH2/SLC5A7/ANO5/FLNC/SFTPC/BVES/SNAP25
C1843700,Increased variability in muscle fiber diameter,45,0.7591683076141136,2.1203608671589897,2.1818912372646635e-7,5.936650116631635e-5,5.505959720004662e-5,1127,"tags=33%, list=8%, signal=31%",MYH7/ACTA1/MYPN/NEB/CASQ1/RYR1/MYOT/TTN/KLHL41/LMOD3/TCAP/ANO5/SCN4A/CRYAB/SGCG
C0240953,Winged scapula,62,0.7092366195126547,2.0833447074007823,2.2449191991435316e-7,5.936650116631635e-5,5.505959720004662e-5,1477,"tags=27%, list=10%, signal=25%",MYL2/MYH7/SGCA/ACTA1/MYPN/NEB/RYR1/TTN/KLHL41/ANO5/SGCD/TRPS1/KCNJ2/SGCG/SPEG/EYA1/KBTBD13
C4721532,"Lymphoma, Non-Hodgkin, Familial",332,-0.47811211109534274,-1.7346249069493835,2.3225493656147002e-7,5.937210361633045e-5,5.506479320511765e-5,1828,"tags=21%, list=13%, signal=19%",AURKA/CD274/ASPG/IL10RA/STIL/TNFAIP3/TNIP1/TLR9/HDAC9/HLA-G/TPX2/ISG20/MTHFR/RAD54B/CLEC4D/TIMP1/IRF8/TNFRSF14/ETS1/NPAS2/TIGIT/IL4/NR0B2/BACH2/CSF2/LEP/CD70/IRF4/CDC6/CDK5R1/TP73/NCF4/BTK/GRAP2/CARD11/PTPRC/TRAF1/BCL2/UCP1/PTPN6/CXCR4/LTA/PLK1/CTLA4/TLR1/IL2/SMC4/H4C1/IL10/SH2D1A/H4C6/MYCN/H4C9/CD40/CD59/CD40LG/TNFRSF8/TNFRSF13C/IL12A/CD79B/CCR7/CD37/CXCR5/CD22/FOXP3/CD19/LEF1/PAX5/PLAG1/AICDA
C0003886,Arthrogryposis,151,0.568790112649774,1.8818705034006176,2.48091953706708e-7,6.137474816054011e-5,5.692215046506709e-5,1544,"tags=22%, list=11%, signal=20%",MYH8/ACTA1/MYPN/NEB/RYR1/CNTN1/TTN/KIF26B/KLHL41/MYBPC1/TNNT3/LMOD3/MYOD1/TNNI2/PLAGL1/MYH2/KLHL40/SLC5A7/MUSK/ADGRG6/TUBA8/FBP1/STAC3/CHRNA1/SNAP25/CHRNE/ABCC8/KCNJ11/KIF5C/SETBP1/RAPSN/KBTBD13/COL13A1/TP63
C0206157,"Myopathies, Nemaline",38,0.7858155819809497,2.1255797882938525,2.8825986250636815e-7,6.908327767379179e-5,6.40714437814319e-5,728,"tags=39%, list=5%, signal=38%",MYH7/ACTA1/MYPN/NEB/RYR1/MYOT/KLHL41/TNNT3/MSTN/LMOD3/TNNT1/MYO18B/KLHL40/DES/ACTC1
C0030552,Paresis,175,0.5461213836963159,1.8480506096687026,3.719486468009906e-7,8.418757733560627e-5,7.807996102651022e-5,1817,"tags=26%, list=13%, signal=23%",MYH8/MYH7/SGCA/ACTA1/MYPN/NEB/RYR1/MYOT/MYBPC1/TRDN/MSTN/EEF1A2/CLCN1/BEST1/MYH2/AQP4/TCAP/AMPD1/SLC5A7/MGAM/ANO5/TLR7/MUSK/NT5C1A/DES/NPTX2/FLNC/SGCD/CRYAB/FSD1/PLA2G4A/FSD1L/PIK3C2A/BCHE/FBN1/PLEKHM3/MB/COL13A1/BRCA1/ADSS1/IL2RA/CCL2/PDK4/ALB/SLC25A4
C0043194,Wiskott-Aldrich Syndrome,80,-0.6691019310387248,-2.04929800193956,3.7324000905080366e-7,8.418757733560627e-5,7.807996102651022e-5,1510,"tags=26%, list=11%, signal=24%",TBX21/ISG20/TIMP1/NCKAP1L/WAS/IL4/CD69/CSF2/BTK/CXCR4/IL2/IL2RG/FUT1/RAC2/CD40LG/CD27/FOXP3/CD19/FCER2/AICDA/CR2
C0855095,Small Lymphocytic Lymphoma,84,-0.6594399987223463,-2.035014614877347,4.062506321340068e-7,8.855455123120905e-5,8.213012094753034e-5,1597,"tags=27%, list=11%, signal=24%",SLC28A1/ARL11/RHOU/RAD51/IRF8/ETS1/IRF4/BTK/BCL2/OAS3/IL7R/CIB3/CD40LG/IKZF3/CD79A/SELL/CD5/BTLA/LTB/IL12A/BANK1/CD22/LEF1
C0241005,Creatine phosphokinase serum increased,193,0.5346410637405867,1.836641076681562,4.156948551732333e-7,8.855455123120905e-5,8.213012094753034e-5,918,"tags=16%, list=6%, signal=15%",CSRP3/MYH7/SGCA/ACTA1/MYPN/NEB/CASQ1/RYR1/MYOT/TTN/KLHL41/PYGM/PGAM2/LMOD3/TCAP/ENO3/KY/SSUH2/ANO5/ACTN2/DES/SCN4A/ASTN2/RBM20/ACTC1/FLNC/LDB3/SGCD/CRYAB/BVES
