ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
DOID:612,primary immunodeficiency disease,154,-0.5178352799177335,-1.723542384136139,2.6412939470863212e-5,0.001827295176120628,0.0015898314762844941,1442,"tags=25%, list=10%, signal=22%",NCF1/HOXB4/CCL5/PDCD1/WAS/VAV1/ITGB2/IL4/FOXN1/CIITA/TNFRSF13B/CD70/NCF4/BTK/CXCR4/CD3E/CTLA4/HPSE/IFNG/IL2/IL15/ZAP70/IL7R/CD4/IL10/IL2RG/ARHGAP4/SH2D1A/ITK/HIF3A/CD40LG/TNFRSF8/CD3D/CD209/TNFRSF13C/FOXP3/CD19/AICDA
DOID:12361,Graves' disease,61,-0.6368594520753398,-1.8559659551645742,9.282805668034308e-5,0.005081228584694795,0.004420904322253305,2336,"tags=44%, list=16%, signal=37%",TNFRSF1B/IL1A/HLA-DQA1/ICAM1/IL6/ST3GAL1/IL6R/CD274/ADRB2/MTHFR/CD80/CCL5/TG/IL1B/CYP27B1/CXCL10/CXCR3/IL16/PTPRC/BCL2/CTLA4/IL10/CD40/TNFRSF9/SELL/FOXP3/FCRL5
DOID:0060005,autoimmune disease of endocrine system,65,-0.6217131110609608,-1.842573674260863,9.501396516427862e-5,0.005081228584694795,0.004420904322253305,2336,"tags=45%, list=16%, signal=37%",TNFRSF1B/IL1A/HLA-DQA1/ICAM1/IL6/ST3GAL1/AIRE/FLT3LG/IL6R/CD274/ADRB2/MTHFR/CD80/CCL5/TG/IL1B/CYP27B1/CXCL10/CXCR3/IL16/PTPRC/BCL2/CTLA4/IL10/CD40/TNFRSF9/SELL/FOXP3/FCRL5
DOID:74,hematopoietic system disease,359,-0.4157806950452794,-1.5040838586295564,9.925112753452926e-5,0.005081228584694795,0.004420904322253305,2277,"tags=28%, list=16%, signal=24%",CHEK1/MSN/TNFSF13B/HLA-DQA1/IPO4/THPO/ADM/CSF3R/PARP1/CSF2RA/CD38/ICAM1/FANCB/SLC11A1/IL6/CEBPD/XCL1/CA1/FANCC/IL18/WIPF1/MEFV/CFB/TLR9/TNNT2/C3/TLR8/PALB2/FAAP24/TBX21/ST3GAL4/MTHFR/RECQL4/CDKN1A/CD80/FANCD2/CCL5/UBE2T/SERPINE1/IL1B/WAS/E2F1/VAV1/ITGB2/IL11/AHCY/FABP1/IL4/NPHS2/IL21/CYP11B2/CCL17/TNFRSF13B/CD72/CSF2/LEP/CXCL10/CD70/CXCR3/GNB3/HLA-DRA/AQP3/BIRC5/TP73/BTK/ACSL6/L3MBTL1/BCL2/TNFRSF4/PTPN6/CXCR4/LTA/CD8A/FANCI/MPL/CTLA4/IFNG/FCER1A/TNFSF4/IL2/IL15/NTF4/CD4/IL10/SH2D1A/GATA1/EPB42/APOH/CD59/HBE1/ZBTB32/CD40LG/TNFRSF8/SELL/TNFRSF13C/SERPINF2/ADAMTS13/IL12A/FOXP3/CD19/LEF1
DOID:9415,allergic asthma,37,-0.7042345777678299,-1.8853072980272192,1.0122368024033534e-4,0.005081228584694795,0.004420904322253305,1568,"tags=51%, list=11%, signal=46%",LAMA5/NTF3/XCL1/ALOX15/TBX21/SERPINE1/TNFRSF14/IL4/NPSR1/SELPLG/IL16/CTLA4/FCER1A/NTF4/IL10/ITK/IL12A/FOXP3/TIMD4
DOID:11984,hypertrophic cardiomyopathy,49,0.653235314662497,1.8321138890249324,1.0683266406717047e-4,0.005081228584694795,0.004420904322253305,858,"tags=24%, list=6%, signal=23%",MYOZ2/CSRP3/MYL2/MYH7/MYBPC2/MYBPC1/TNNT1/TCAP/MYOM1/DES/ACTC1/SGCD
DOID:9884,muscular dystrophy,87,0.5699974654739779,1.7586473187261542,1.7363989376734172e-4,0.007772938773938062,0.006762816915149099,2140,"tags=28%, list=15%, signal=24%",MYH7/PROM1/SGCA/CDKN2A/ACTA1/MYOT/TTN/MSTN/CLCN1/AQP4/ANO5/SCN4A/SGCD/SYNC/GPC1/SGCG/NR3C1/SLC25A4/DTNA/MMP2/TGM2/SYNM/SGCB/DMPK
DOID:0060031,autoimmune disease of gastrointestinal tract,78,-0.5751748072280202,-1.7633416648394082,2.3703452915633337e-4,0.01002129314933165,0.008718989405808989,1251,"tags=25%, list=9%, signal=23%",IL1B/PBX3/IL21/CIITA/CXCR3/SEPSECS/PTPRC/BCL2/CTLA4/TAGAP/IFNG/IL2/IL15/IL10/UBD/CD59/CD209/IL12A/OPRD1/FOXP3
DOID:2213,hemorrhagic disease,115,-0.5094248019150751,-1.6507772834507184,3.9870211579578075e-4,0.015218740154303353,0.013241009139023182,1787,"tags=28%, list=13%, signal=25%",IL18/WIPF1/MEFV/ST3GAL4/CD80/CCL5/SERPINE1/IL1B/WAS/ITGB2/IL11/AHCY/IL4/NPHS2/IL21/CYP11B2/CD72/LEP/CXCL10/GNB3/HLA-DRA/TNFRSF4/CXCR4/LTA/MPL/CTLA4/IFNG/TNFSF4/GATA1/CD40LG/SELL/SERPINF2/ADAMTS13
DOID:1024,leprosy,28,-0.7300173313473829,-1.8620530913494233,4.024178101147407e-4,0.015218740154303353,0.013241009139023182,604,"tags=32%, list=4%, signal=31%",LTA/TLR1/IFNG/ZAP70/IL10/LCK/APOH/CD209/SLAMF1
DOID:7998,hyperthyroidism,72,-0.5882962941447344,-1.7654220543568944,4.534266766482697e-4,0.015218740154303353,0.013241009139023182,2336,"tags=42%, list=16%, signal=35%",TNFRSF1B/THRA/IL1A/HLA-DQA1/ICAM1/IL6/ST3GAL1/IL6R/CD274/ADRB2/MTHFR/CD80/CCL5/TG/SERPINE1/IL1B/CYP27B1/CXCL10/CXCR3/IL16/PTPRC/BCL2/CTLA4/IFNG/IL10/CD40/TNFRSF9/SELL/FOXP3/FCRL5
DOID:1575,rheumatic disease,142,-0.4750447217651915,-1.5757834438916796,4.94793750469105e-4,0.015218740154303353,0.013241009139023182,1438,"tags=20%, list=10%, signal=18%",IRF5/TIMP1/IL1B/SIGLEC1/IL4/BPI/CXCL10/COMP/BIRC5/STAT4/PTPRC/TNFRSF4/IL13RA2/CXCR4/CTLA4/IFNG/TNFSF4/IL2/SCN2B/IL10/CD40/TNFRSF9/CD247/BANK1/CCR7/BLK/CD22/CD19
DOID:418,systemic scleroderma,142,-0.4750447217651915,-1.5757834438916796,4.94793750469105e-4,0.015218740154303353,0.013241009139023182,1438,"tags=20%, list=10%, signal=18%",IRF5/TIMP1/IL1B/SIGLEC1/IL4/BPI/CXCL10/COMP/BIRC5/STAT4/PTPRC/TNFRSF4/IL13RA2/CXCR4/CTLA4/IFNG/TNFSF4/IL2/SCN2B/IL10/CD40/TNFRSF9/CD247/BANK1/CCR7/BLK/CD22/CD19
DOID:419,scleroderma,142,-0.4750447217651915,-1.5757834438916796,4.94793750469105e-4,0.015218740154303353,0.013241009139023182,1438,"tags=20%, list=10%, signal=18%",IRF5/TIMP1/IL1B/SIGLEC1/IL4/BPI/CXCL10/COMP/BIRC5/STAT4/PTPRC/TNFRSF4/IL13RA2/CXCR4/CTLA4/IFNG/TNFSF4/IL2/SCN2B/IL10/CD40/TNFRSF9/CD247/BANK1/CCR7/BLK/CD22/CD19
DOID:399,tuberculosis,108,-0.5246643611304188,-1.6812697218895771,4.999586121650247e-4,0.015218740154303353,0.013241009139023182,2336,"tags=37%, list=16%, signal=31%",TNFRSF1B/IL1A/GLO1/CCL1/ALOX5/ICAM1/SLC11A1/IL6/CD274/LY96/IL18/ACKR2/C3/BTNL2/CD80/CCL5/PDCD1/IL1B/SOCS1/AGTR2/IL4/SFTPA1/BPI/CISH/CXCL10/ITGAL/BCL2/CXCR4/CTLA4/TLR1/IFNG/IL2/CXCR2/IL10/SH2D1A/CD247/CD40LG/CD27/CD209/CCL22
DOID:50,thyroid gland disease,119,-0.5040274451945881,-1.6410752895894571,7.330967148898874e-4,0.021054777457837643,0.01831863202293365,2404,"tags=33%, list=17%, signal=27%",BCL2L1/TNFRSF1B/THRA/IL1A/HLA-DQA1/ICAM1/IL6/ST3GAL1/FLT3LG/IL6R/CD274/IL18/ADRB2/TNNT2/CDC25B/MTHFR/CD80/CCL5/TG/SERPINE1/IL1B/IL4/CYP27B1/LEP/CXCL10/CXCR3/IL16/PTPRC/BCL2/CTLA4/IFNG/IL10/LRP2/CD40/TNFRSF9/TSHB/SELL/FOXP3/FCRL5
DOID:2115,B cell deficiency,29,-0.7194029460293845,-1.8560588300466765,7.553749197165927e-4,0.021054777457837643,0.01831863202293365,1228,"tags=48%, list=9%, signal=44%",VAV1/IL4/TNFRSF13B/CD70/BTK/CTLA4/IL10/SH2D1A/CD40LG/TNFRSF8/TNFRSF13C/FOXP3/CD19/AICDA
DOID:2841,asthma,98,-0.5255933507531839,-1.660623557899611,7.746830076471144e-4,0.021054777457837643,0.01831863202293365,2226,"tags=43%, list=16%, signal=36%",LTC4S/CCL1/LAMA5/CCL24/ICAM1/NTF3/SLC11A1/BDKRB1/XCL1/ADAM8/IL18/ADRB2/ALOX15/TBX21/MTHFR/ADAM33/CCL5/SERPINE1/IL1B/TNFRSF14/IL4/NPSR1/CCL17/LEP/CXCL10/SELPLG/IL16/BCL2/LTA/CTLA4/IFNG/FCER1A/BDKRB2/NTF4/IL10/ITK/NPS/IL9R/CCL22/IL12A/FOXP3/TIMD4
DOID:854,collagen disease,153,-0.46172772196649564,-1.535527925722418,9.621104104998837e-4,0.025226496149393696,0.02194822059335865,1438,"tags=18%, list=10%, signal=17%",IRF5/TIMP1/IL1B/SIGLEC1/IL4/BPI/CXCL10/COMP/BIRC5/STAT4/PTPRC/TNFRSF4/IL13RA2/CXCR4/CTLA4/IFNG/TNFSF4/IL2/SCN2B/IL10/CD40/TNFRSF9/CD247/BANK1/CCR7/BLK/CD22/CD19
DOID:1176,bronchial disease,112,-0.5004231386884742,-1.6170036322177643,9.944742240234046e-4,0.025226496149393696,0.02194822059335865,2226,"tags=38%, list=16%, signal=33%",LTC4S/CCL1/LAMA5/CCL24/ICAM1/NTF3/SLC11A1/BDKRB1/XCL1/ADAM8/IL18/ADRB2/ALOX15/TBX21/MTHFR/ADAM33/CCL5/SERPINE1/IL1B/TNFRSF14/IL4/SFTPA1/NPSR1/CCL17/LEP/CXCL10/SELPLG/IL16/BCL2/LTA/CTLA4/IFNG/FCER1A/BDKRB2/NTF4/IL10/ITK/NPS/IL9R/CCL22/IL12A/FOXP3/TIMD4
DOID:10608,celiac disease,67,-0.5751918817893316,-1.7040274956151644,0.0010895696597594275,0.026445967548822814,0.023009217218631375,1251,"tags=25%, list=9%, signal=23%",IL1B/PBX3/IL21/CIITA/CXCR3/BCL2/CTLA4/TAGAP/IFNG/IL2/IL15/IL10/UBD/CD59/CD209/IL12A/FOXP3
DOID:171,neuroectodermal tumor,16,0.7937065750614049,1.8185011687461818,0.0011120511978480027,0.026445967548822814,0.023009217218631375,348,"tags=19%, list=2%, signal=18%",CDKN2A/AQP4/MYOG
DOID:1036,chronic leukemia,169,-0.45432726114220034,-1.5406044262612113,0.0011575838925660176,0.026694586128567864,0.023225526903477678,1714,"tags=24%, list=12%, signal=21%",HCK/TNFAIP3/LPAR1/SMAD7/HLA-G/RAD51/IRF5/PRKCB/HMMR/SLC22A1/WNT9A/IL21/LPAR3/MKI67/CSF2/MYB/CD70/CXCR3/IRF4/BIRC5/DDX43/TP73/CD83/PTPRC/TRAF1/BCL2/PTPN6/CXCR4/PLK1/CTLA4/ZAP70/MYCN/CD40/CD40LG/CD2/CCR7/CXCR5/FCMR/CXCL13/FCER2/AICDA
DOID:0060058,lymphoma,61,-0.5784033946541827,-1.6856105461441575,0.0015544065819602707,0.03479127673152253,0.03027002291185791,1264,"tags=25%, list=9%, signal=22%",PDCD1/IL1B/IL4/IL21/BIRC5/BCL2/PTPN6/POU2AF1/CD4/IL10/APOH/SELL/CXCL13/PAX5/AICDA
DOID:13241,Behcet's disease,62,-0.5624697085212177,-1.6428693837566093,0.0019026080416309067,0.041368134848032,0.035992194231153095,2336,"tags=37%, list=16%, signal=31%",TNFRSF1B/IL1A/ICAM1/SLC11A1/IL18/MEFV/TLR9/HLA-G/IRF5/TXK/IL1B/IL4/LEP/CXCR3/STAT4/CTLA4/IFNG/IL2/IL15/IL10/APOH/SELL/CXCL13
DOID:1883,hepatitis C,178,-0.43121695485387196,-1.468115788094778,0.00204954461816957,0.04267302453406042,0.03712750872387303,1819,"tags=22%, list=13%, signal=19%",CD274/CLEC4M/IL18/IL10RA/FASN/ACKR2/ISG20/MTHFR/CDKN1A/CCL5/PDCD1/IL1B/E2F1/SOCS1/GP6/IL4/MKI67/LEP/CXCL10/CXCR3/ITGAL/PTPRC/LTA/PLK1/CTLA4/IFNG/IL2/CD4/IL10/PITX1/LCK/PDZK1/CD27/TNFRSF8/CD209/ADAMTS13/IL12A/FOXP3/CD19
DOID:2583,agammaglobulinemia,28,-0.6867184536589584,-1.7516107695173058,0.0021308474800187855,0.04267302453406042,0.03712750872387303,1228,"tags=46%, list=9%, signal=42%",VAV1/IL4/TNFRSF13B/CD70/BTK/CTLA4/IL10/SH2D1A/CD40LG/TNFRSF8/TNFRSF13C/FOXP3/CD19
DOID:620,blood protein disease,28,-0.6867184536589584,-1.7516107695173058,0.0021308474800187855,0.04267302453406042,0.03712750872387303,1228,"tags=46%, list=9%, signal=42%",VAV1/IL4/TNFRSF13B/CD70/BTK/CTLA4/IL10/SH2D1A/CD40LG/TNFRSF8/TNFRSF13C/FOXP3/CD19
DOID:10952,nephritis,114,-0.47944280266436506,-1.5523406010487002,0.0024760828752297863,0.048315360719227374,0.04203660265909678,1787,"tags=28%, list=13%, signal=25%",IL18/MEFV/TLR9/IKZF1/IRF5/CDKN1A/CCL5/PRKCB/SERPINE1/PDCD1/IL4/NPHS2/SGK1/TNFRSF13B/LEP/CXCR3/TRPC6/TNFRSF4/ANKRD1/IFNG/TNFSF4/PTGS1/CD4/IL10/CD40/CD40LG/GREM1/SELL/COL4A3/CXCR5/NPHS1/CXCL13
