chr	rs	ps	n_miss	alpha	beta	gamma
1	rs32381514	14567972	0	-8.828989e-06	-1.277033e-03	1.800000e-03
1	rs31577697	14576853	0	-5.890067e-06	-1.173889e-03	2.400000e-03
1	rs30996958	14748117	0	-5.890067e-06	-2.088797e-03	2.600000e-03
1	rs31574495	14753392	0	-1.660649e-05	-4.329240e-03	2.000000e-03
1	rs32016169	14763878	0	-1.660649e-05	-2.170366e-03	4.100000e-03
1	rs6291839	14797138	0	-1.660649e-05	-1.948058e-03	2.100000e-03
1	rs32105394	14909034	0	-1.660649e-05	-1.081289e-03	2.500000e-03
1	rs3088964	15206803	0	-1.660649e-05	-1.325024e-03	3.200000e-03
1	rs30752472	15409882	0	-1.660649e-05	-2.242275e-03	3.600000e-03
1	rs3678179	15508184	0	-1.660649e-05	-1.820417e-03	3.800000e-03
1	rs32109300	15817404	0	-1.660649e-05	1.288017e-03	1.900000e-03
1	rs32127151	15981339	0	-1.660649e-05	-3.565567e-03	2.300000e-03
1	rs47275793	16106636	0	-9.200875e-06	-1.835531e-03	2.600000e-03
1	rs32039596	16724263	1	-7.998755e-06	-3.139402e-03	2.800000e-03
1	rs51394091	17255046	0	-9.200875e-06	4.113301e-04	3.300000e-03
1	rs31817535	17259053	0	-9.200875e-06	9.289047e-04	3.300000e-03
1	rs32171777	17395985	0	-9.200875e-06	-1.123420e-04	1.700000e-03
1	rs32043384	18168753	0	-1.121895e-05	-1.898416e-03	2.600000e-03
1	rs219716413	18496617	0	-1.121895e-05	-6.240788e-03	2.400000e-03
1	rs13475747	18605609	0	-1.121895e-05	-3.616398e-04	2.900000e-03
1	rs51820747	18790547	0	-1.121895e-05	-1.944614e-03	3.100000e-03
1	rs51700370	18823698	0	-1.121895e-05	-3.086104e-05	1.400000e-03
1	rs52118613	18872023	0	-1.121895e-05	-3.539936e-03	1.900000e-03
1	rs31772262	20623542	0	-6.732406e-06	-9.430624e-04	1.600000e-03
1	rs3670611	20633818	0	-6.732406e-06	-1.960284e-03	2.300000e-03
1	rs224386739	20642132	0	-6.732406e-06	-9.582158e-04	2.500000e-03
1	rs36660068	20775218	0	-6.732406e-06	2.385286e-04	1.800000e-03
1	rs6404446	20784227	0	-6.732406e-06	1.058633e-03	3.800000e-03
1	rs32101154	21591279	0	-6.732406e-06	-2.269220e-03	2.700000e-03
1	rs6253968	21638464	0	-6.732406e-06	-2.360196e-03	1.500000e-03
1	rs32315565	21640961	0	-6.732406e-06	-1.413426e-03	2.200000e-03
1	rs31766107	22062131	0	-7.537500e-07	-1.478072e-03	1.300000e-03
1	rs46856073	22104486	0	-7.537500e-07	-4.732978e-04	2.700000e-03
1	rs46249537	22104600	0	-7.537500e-07	-1.014165e-05	2.200000e-03
1	rs31949292	22168405	0	-7.537500e-07	8.569311e-04	3.300000e-03
1	rs30499557	22400540	0	-7.537500e-07	-8.143582e-04	1.200000e-03
1	rs6316488	23145049	0	-8.147158e-06	-5.803271e-04	2.200000e-03
1	rs32400861	23152100	0	-1.367122e-05	-3.233842e-03	2.400000e-03
1	rs32597415	23379426	0	-1.367122e-05	-1.926724e-03	3.400000e-03
1	rs228543676	23495995	0	-1.367122e-05	-8.586609e-04	2.500000e-03
1	rs239824187	23576777	0	-1.925330e-05	-1.170062e-03	2.500000e-03
1	rs13475765	23815235	0	-1.925330e-05	-1.264823e-03	4.400000e-03
1	rs4222215	23996126	0	-8.536882e-06	-7.376625e-04	2.300000e-03
1	rs13475766	24109329	0	-8.536882e-06	1.442877e-03	3.700000e-03
1	rs31567874	25237332	0	-1.925330e-05	-2.727206e-03	4.500000e-03
1	rs32245765	25298573	0	-2.523603e-05	-4.589074e-03	2.700000e-03
1	rs32487442	25351001	0	-2.523603e-05	-4.603878e-03	3.900000e-03
1	rs13475771	25432521	0	-2.523603e-05	-3.483276e-03	2.600000e-03
1	rs13475772	25575438	0	-2.523603e-05	-3.930429e-03	3.800000e-03
1	rs32249228	25700998	0	-2.711759e-05	-4.002760e-03	3.300000e-03
1	rs32331653	25827733	0	-2.711759e-05	-6.257687e-03	4.300000e-03
1	rs32086436	26858757	0	-2.711759e-05	-4.250618e-03	2.900000e-03
1	rs48222526	27253420	0	-2.711759e-05	-5.789920e-03	5.800000e-03
1	rs223334166	27306300	0	-2.658488e-05	-4.647685e-03	3.400000e-03
1	rs31670161	28502227	0	-2.658488e-05	-5.078354e-03	2.400000e-03
1	rs31134323	28761550	0	-2.658488e-05	-7.808796e-03	2.300000e-03
1	rs47868189	29076562	0	-2.658488e-05	-5.025384e-03	5.500000e-03
1	rs31600419	29088485	0	-2.658488e-05	-4.376627e-03	3.300000e-03
1	rs30514876	29155851	0	-2.658488e-05	-5.424885e-03	4.000000e-03
1	rs32110348	30126538	0	-2.658488e-05	-3.814681e-03	3.500000e-03
1	rs31590459	30701800	0	-2.658488e-05	-5.418170e-03	3.700000e-03
1	rs32372810	30813482	0	-2.658488e-05	-3.482078e-03	4.100000e-03
1	rs32684509	30851224	0	-2.658488e-05	-2.742107e-03	4.500000e-03
1	rs230225148	31062737	0	-2.658488e-05	-5.581803e-03	4.300000e-03
1	rs48664698	31659464	0	-2.747690e-05	-5.255153e-03	3.800000e-03
1	rs32760971	32082234	0	-2.747690e-05	-2.213549e-03	3.900000e-03
1	rs31818207	32159236	0	-2.747690e-05	-6.466062e-03	4.100000e-03
1	rs30598074	32343834	0	-1.867794e-05	-4.566745e-03	2.800000e-03
1	rs13475795	32498420	0	-1.867794e-05	-3.389381e-03	2.700000e-03
1	rs30849932	33368251	0	-1.867794e-05	-3.786411e-03	3.100000e-03
1	rs46323879	33721638	0	-1.867794e-05	-2.076429e-03	3.700000e-03
1	rs31518908	34162961	0	-1.867794e-05	-5.511817e-03	1.600000e-03
1	rs31710287	34536447	0	-1.870873e-05	-3.041016e-03	3.400000e-03
1	rs16808053	34552517	0	-1.870873e-05	-6.117365e-03	2.500000e-03
1	rs221967485	34951753	1	-1.819011e-05	-3.406718e-04	2.500000e-03
1	rs47717565	35190459	1	-1.819011e-05	-1.346738e-03	3.300000e-03
1	rs13475808	35538546	0	-1.781670e-05	-2.409541e-03	3.800000e-03
1	rs30604008	35723979	0	-1.825611e-05	-2.432532e-03	3.900000e-03
1	rs30525912	35935430	0	-1.825611e-05	-1.921232e-03	4.600000e-03
1	rs13475810	35995739	0	-7.539689e-06	1.528114e-03	3.000000e-03
1	rs13475816	37557939	0	-7.539689e-06	-7.637662e-04	2.400000e-03
1	rs32180312	37632448	0	-1.825611e-05	-4.702858e-03	3.100000e-03
1	rs31935537	37639250	0	-1.569846e-05	-2.821456e-03	3.500000e-03
1	rs32551229	37670630	0	-1.569846e-05	-2.770849e-03	2.100000e-03
1	rs32942136	37685650	0	-1.569846e-05	-2.796289e-03	2.800000e-03
1	rs32635513	37710746	0	-1.569846e-05	-1.919948e-03	4.100000e-03
1	rs3705697	37820001	0	-1.569846e-05	-2.387709e-03	2.800000e-03
1	Affy_10345622	37893971	0	-1.623118e-05	-2.283524e-03	3.300000e-03
1	Affy_5433680	38128270	0	-1.623118e-05	-1.336075e-03	3.000000e-03
1	rs32988364	38225635	0	-1.579176e-05	-4.874672e-03	2.300000e-03
1	rs31528685	38394703	0	-1.668379e-05	-2.049927e-03	3.300000e-03
1	rs30611861	38477112	0	-1.668379e-05	-3.436595e-03	1.900000e-03
1	rs31574517	39016071	1	-1.505594e-05	-3.741118e-03	2.300000e-03
1	rs30868358	39020746	1	-1.424143e-05	-1.036650e-03	3.200000e-03
1	rs31440687	39140420	1	-1.725787e-05	-2.477577e-03	2.400000e-03
1	rs51951745	39141201	1	-1.661839e-05	-4.018061e-03	2.200000e-03
1	rs31449667	39232378	1	-1.661839e-05	-3.095451e-03	3.000000e-03
1	rs33132305	39261548	1	-1.743290e-05	-2.657247e-03	3.000000e-03
1	rs30551147	39262262	1	-1.661839e-05	-1.346486e-03	1.800000e-03
1	rs13475821	39521927	0	-1.557251e-05	-4.697325e-03	2.100000e-03
1	rs36367128	40866894	0	-8.813194e-06	-7.401735e-04	1.100000e-03
1	rs32764284	40874692	0	-6.795115e-06	-1.637162e-03	1.800000e-03
1	rs37147416	40931804	0	-6.795115e-06	-2.945910e-03	2.400000e-03
1	rs13475829	41290131	0	-3.880873e-06	-3.187698e-04	1.700000e-03
1	rs52625624	41584822	0	-3.880873e-06	-1.486528e-03	2.300000e-03
1	rs48741666	41612785	0	-3.880873e-06	-1.950859e-03	4.100000e-03
1	rs30667783	41796848	0	-3.880873e-06	-1.523707e-03	1.900000e-03
1	rs29552839	42096274	0	-2.988847e-06	1.590491e-03	3.000000e-03
1	rs29633641	42097815	0	-3.880873e-06	2.021445e-03	1.700000e-03
1	rs31864177	42135288	0	-2.988847e-06	6.706018e-04	5.000000e-03
1	rs13475833	42159678	0	-3.880873e-06	-2.908244e-04	4.700000e-03
1	rs33275490	42247552	0	-2.988847e-06	7.820275e-04	1.700000e-03
1	rs3714219	42248208	0	-2.988847e-06	-2.654242e-04	3.000000e-03
1	rs32671223	43215598	0	-1.338000e-05	-3.369107e-03	1.700000e-03
1	rs33392587	43300011	0	-1.338000e-05	-2.876682e-03	2.400000e-03
1	rs52628759	43444074	0	-1.427202e-05	-1.454426e-03	4.500000e-03
1	rs31652254	43487116	0	-1.427202e-05	-1.620416e-03	3.400000e-03
1	rs32044299	43564847	0	-3.689692e-06	-2.704102e-03	2.200000e-03
1	rs31012703	43609717	0	-2.797666e-06	-1.735009e-03	2.900000e-03
1	rs33444638	43685749	0	-2.797666e-06	-2.057437e-04	3.300000e-03
1	rs33447118	43686349	0	-2.797666e-06	-1.275223e-03	2.900000e-03
1	rs33447121	43686478	0	-3.689692e-06	-2.653838e-04	2.200000e-03
1	rs47782085	43736497	0	-3.689692e-06	-6.573721e-04	1.100000e-03
1	rs50434840	43826691	0	-3.689692e-06	-1.389997e-03	4.000000e-03
1	rs30761526	44061378	0	-2.797666e-06	1.634193e-03	1.300000e-03
1	rs31572802	44067814	0	-2.797666e-06	-1.956402e-03	1.700000e-03
1	rs31555041	44180897	0	-2.797666e-06	-9.929407e-04	2.300000e-03
1	rs31885358	44465508	0	-2.797666e-06	-6.080937e-04	2.000000e-03
1	rs31983590	45598788	0	-2.797666e-06	-2.807818e-04	3.000000e-03
1	rs33586566	45915046	0	-2.797666e-06	1.978615e-04	1.900000e-03
1	rs31954469	46847534	0	-2.797666e-06	-1.042422e-03	2.800000e-03
1	rs6321959	46868702	0	-4.935423e-07	8.556180e-04	2.700000e-03
1	rs6322563	46868827	0	-1.385568e-06	8.273234e-05	3.300000e-03
1	rs31612433	46896797	0	-4.935423e-07	-3.405971e-04	1.500000e-03
1	rs31745317	46908195	0	-5.041721e-06	-8.821746e-04	3.600000e-03
1	rs32434528	46926036	0	5.674700e-06	2.573761e-04	3.300000e-03
1	rs32093536	47189877	0	7.721596e-06	9.259939e-04	3.900000e-03
1	rs31325347	47204083	0	8.613622e-06	1.614597e-03	2.700000e-03
1	rs32602884	47204173	0	8.613622e-06	7.886500e-04	1.500000e-03
1	rs32209957	50870469	0	8.613622e-06	1.514302e-03	3.800000e-03
1	rs32662962	51226345	0	8.613622e-06	2.454618e-04	2.700000e-03
1	rs31517020	51381520	0	8.613622e-06	8.769409e-05	2.500000e-03
1	rs31565873	51967970	0	6.029065e-06	1.440892e-03	3.400000e-03
1	rs13475872	53011522	0	6.029065e-06	1.347338e-03	4.200000e-03
1	rs32434080	54091078	0	1.542518e-06	-4.508726e-04	2.800000e-03
1	rs33840699	54173819	0	1.558508e-05	1.846355e-03	2.700000e-03
1	rs51350456	54198326	0	1.558508e-05	1.880036e-03	4.100000e-03
1	rs47870456	54310319	0	1.558508e-05	2.522822e-03	2.500000e-03
1	rs29596070	54475307	0	1.558508e-05	-5.849501e-04	3.000000e-03
1	rs13475876	55127480	0	2.013326e-05	7.375432e-04	3.100000e-03
1	rs32516530	57596351	0	2.271782e-05	4.042465e-03	3.200000e-03
1	rs13475879	57825372	0	2.271782e-05	1.839724e-03	3.600000e-03
1	rs29655680	58115573	0	1.523072e-05	1.543278e-03	2.600000e-03
1	rs29659120	58141073	0	1.211118e-05	1.522350e-03	1.600000e-03
1	rs29692016	58184930	0	1.211118e-05	4.639485e-04	3.800000e-03
1	rs31726356	58376427	0	1.211118e-05	3.185210e-03	3.200000e-03
1	rs31876473	58402372	0	1.211118e-05	3.541625e-03	1.800000e-03
1	rs6325108	58586827	0	1.211118e-05	-1.163047e-04	2.500000e-03
1	rs31498570	59076759	0	9.807054e-06	3.845707e-04	2.900000e-03
1	rs13475883	59379132	0	5.088035e-06	-1.028427e-04	1.700000e-03
1	rs13475885	60644129	0	8.026956e-06	1.370324e-03	1.900000e-03
1	rs13475887	61386948	0	1.801713e-05	2.449694e-03	4.600000e-03
1	rs49196471	62609193	0	1.571300e-05	1.713393e-03	1.900000e-03
1	rs29963534	62725845	1	1.042679e-05	2.521610e-03	4.200000e-03
1	rs32161565	62784088	1	1.042679e-05	1.986558e-03	1.500000e-03
1	rs32416624	63144761	1	9.342767e-06	1.554825e-03	3.200000e-03
1	rs3703813	63579559	1	9.342767e-06	2.705070e-03	2.300000e-03
1	rs52470670	63884041	1	9.342767e-06	-6.191732e-05	4.100000e-03
1	rs3162895	64201441	1	9.342767e-06	1.121115e-04	2.300000e-03
1	rs30173232	64650709	1	9.342767e-06	2.134939e-03	3.400000e-03
1	rs30465484	65163550	1	1.740122e-05	3.233868e-03	2.900000e-03
1	rs45845149	65168223	1	1.740122e-05	3.235380e-03	3.200000e-03
1	rs31727300	65219730	1	1.740122e-05	2.248938e-03	3.300000e-03
1	rs32848413	65504911	1	1.740122e-05	5.417477e-03	2.800000e-03
1	rs30230950	66158651	1	1.740122e-05	4.571789e-03	3.300000e-03
1	rs32347478	66197457	1	1.740122e-05	4.564724e-03	3.400000e-03
1	rs33859501	66201739	1	1.740122e-05	3.906461e-03	1.700000e-03
1	rs30993227	66343557	1	1.740122e-05	1.686428e-03	3.600000e-03
1	rs51246399	66355777	1	1.740122e-05	1.434387e-03	2.500000e-03
1	rs30297732	66602656	1	1.740122e-05	1.813691e-03	3.900000e-03
1	rs30284166	66636909	1	1.740122e-05	2.782371e-03	3.500000e-03
1	rs3722989	66716413	1	1.740122e-05	1.731296e-03	3.800000e-03
1	rs3665792	67777159	1	1.949390e-05	2.130186e-03	3.700000e-03
1	rs13475907	68075440	1	1.740122e-05	1.202788e-03	2.800000e-03
1	rs32080982	68110034	1	1.740122e-05	2.733869e-03	3.900000e-03
1	rs31292260	68928888	1	1.740122e-05	2.208338e-03	2.900000e-03
1	rs48130521	68938863	1	1.740122e-05	1.750649e-03	2.700000e-03
1	rs36768099	69312760	1	1.740122e-05	2.967863e-03	2.700000e-03
1	rs13475913	70080595	2	1.974235e-05	3.123658e-03	3.500000e-03
1	rs30948259	70759517	1	2.167632e-05	2.089158e-03	2.400000e-03
1	rs37034472	72503279	0	2.116900e-05	1.023625e-03	2.300000e-03
1	rs31200269	72626982	0	1.045257e-05	-3.690973e-04	3.700000e-03
1	rs3687595	72688733	0	1.045257e-05	1.648609e-03	2.000000e-03
1	rs238728371	73103298	0	1.045257e-05	1.518596e-03	2.000000e-03
1	rs31428112	73111686	0	1.045257e-05	1.626948e-03	1.500000e-03
1	rs13475920	73211212	0	1.045257e-05	2.915384e-03	1.600000e-03
1	rs32184618	73222225	0	1.045257e-05	1.615501e-03	4.400000e-03
1	rs13475921	73418157	0	1.045257e-05	4.251380e-04	2.100000e-03
1	rs31377069	73490626	0	1.045257e-05	3.586495e-04	1.500000e-03
1	rs13475923	74072831	0	1.027057e-05	4.988355e-04	1.600000e-03
1	rs31890646	74916505	0	1.027057e-05	2.134073e-04	2.300000e-03
1	rs32117726	75558677	0	1.027057e-05	1.261193e-03	2.000000e-03
1	rs30858590	76029963	0	1.027057e-05	2.547037e-03	1.500000e-03
1	rs3699038	76390096	0	1.027057e-05	2.349256e-03	2.100000e-03
1	rs30141894	76451132	0	1.027057e-05	9.779395e-04	4.400000e-03
1	rs32326048	76521721	0	1.027057e-05	2.638543e-04	2.800000e-03
1	rs31379580	76636848	0	1.027057e-05	1.844645e-03	2.700000e-03
1	rs47192472	78233988	0	2.098699e-05	3.255694e-03	3.500000e-03
1	rs45948170	78859627	0	2.428854e-05	3.739332e-03	2.400000e-03
1	rs46070989	78932505	0	8.533246e-06	6.819172e-03	1.700000e-03
1	rs47823509	78940498	0	7.311744e-06	3.938651e-03	1.500000e-03
1	rs30156746	79617900	0	7.311744e-06	1.344021e-03	2.900000e-03
1	rs232937166	79806221	0	7.311744e-06	1.922119e-04	3.300000e-03
1	rs31612855	80325854	0	7.311744e-06	1.541655e-03	1.200000e-03
1	rs236370277	80555894	0	7.311744e-06	-9.659988e-04	4.900000e-03
1	rs30205785	80783678	0	1.333088e-06	9.277443e-04	2.300000e-03
1	rs13475954	82904440	0	-1.773956e-06	-1.257738e-04	2.900000e-03
1	rs32668634	83389081	0	-1.773956e-06	-5.591157e-04	1.200000e-03
1	rs13475957	83925990	0	-8.686086e-06	-1.001254e-03	3.600000e-03
1	rs32358097	84722076	0	5.363392e-06	-5.724865e-04	2.500000e-03
1	rs3678377	85791405	0	-1.522892e-06	-1.277486e-03	3.200000e-03
1	rs30804641	85944096	0	-1.522892e-06	-4.097647e-04	1.600000e-03
1	rs31929413	86219838	0	-1.522892e-06	-2.454072e-05	4.600000e-03
1	rs219816352	87269921	0	-1.522892e-06	-3.503057e-03	2.100000e-03
1	rs50310397	87287919	0	-1.522892e-06	-6.739506e-04	2.600000e-03
1	rs32104666	87338838	0	-1.522892e-06	-8.012284e-04	3.100000e-03
1	rs51130709	87468824	0	-1.522892e-06	-2.308529e-03	2.600000e-03
1	rs13475967	87489637	0	-1.522892e-06	1.550844e-03	1.700000e-03
1	rs48766014	87545169	0	-1.522892e-06	-2.363384e-03	3.600000e-03
1	rs6234856	87916394	0	-9.901794e-07	1.864462e-04	4.100000e-03
1	rs46281379	88098912	0	-9.901794e-07	3.306372e-04	2.300000e-03
1	rs47858597	88137883	0	-9.901794e-07	-1.281558e-03	5.000000e-03
1	rs30307999	88164636	0	-9.901794e-07	2.913793e-04	2.900000e-03
1	rs13475970	88349770	0	-9.901794e-07	1.458944e-03	2.500000e-03
1	rs30341693	90087781	0	-9.901794e-07	-2.116411e-03	1.800000e-03
1	rs30337529	90185940	0	-9.901794e-07	2.706114e-04	2.200000e-03
1	rs30330393	90312318	0	-9.901794e-07	4.756365e-04	2.100000e-03
1	rs50175543	91097803	0	-1.098035e-05	-1.720602e-03	2.900000e-03
1	rs45885174	91098172	0	-1.098035e-05	-3.406990e-04	3.300000e-03
1	rs52508722	91100378	0	-1.888068e-06	7.801997e-05	2.300000e-03
1	rs13475979	91322318	0	4.160557e-07	1.198022e-03	3.600000e-03
1	rs13475980	91653396	0	4.160557e-07	-1.406283e-04	1.800000e-03
1	rs33082518	92257101	0	-1.888068e-06	-7.969239e-04	4.100000e-03
1	rs32252974	92295230	0	-1.888068e-06	3.541521e-04	2.200000e-03
1	rs33069894	92373273	0	6.019397e-06	1.288437e-03	3.400000e-03
1	rs32182636	92508991	0	6.019397e-06	1.774101e-03	1.300000e-03
1	rs13475984	92711740	0	5.486684e-06	2.875178e-04	3.000000e-03
1	rs30390109	93149541	0	5.486684e-06	1.054511e-03	2.300000e-03
1	rs3692309	93251504	0	5.486684e-06	-5.881213e-04	4.500000e-03
1	rs3713135	93672836	0	5.486684e-06	-4.054867e-04	1.600000e-03
1	rs4137444	93673177	0	5.486684e-06	1.015964e-03	2.400000e-03
1	rs32234269	94023167	0	5.486684e-06	5.612549e-05	2.800000e-03
1	rs31144348	94269488	0	-1.962801e-06	-5.414487e-04	3.400000e-03
1	rs32199840	94379159	0	-1.962801e-06	-9.491789e-04	5.600000e-03
1	rs13475991	94523242	0	4.015855e-06	4.786932e-04	1.600000e-03
1	rs31707646	95094462	0	-5.453924e-06	-2.846297e-03	2.700000e-03
1	rs30558618	97019222	0	-5.453924e-06	-1.146625e-03	2.900000e-03
1	rs13476003	97785720	1	-2.317078e-06	3.253353e-04	1.500000e-03
1	rs13476004	98062075	1	8.014594e-06	-8.240331e-04	3.000000e-03
1	rs30442897	98336438	0	4.937228e-06	-5.465031e-05	4.300000e-03
1	rs13476006	98606933	0	4.937228e-06	2.902063e-03	2.800000e-03
1	rs31666743	98793301	0	9.806973e-06	2.676006e-03	3.000000e-03
1	rs32261404	99267827	1	1.081469e-05	1.784415e-03	2.900000e-03
1	rs37486156	99889757	1	1.029776e-05	1.091330e-03	3.200000e-03
1	rs36618375	99889934	1	4.296626e-06	1.760294e-03	2.400000e-03
1	rs13476012	99904910	1	4.296626e-06	1.279865e-03	4.000000e-03
1	rs30966514	100765499	1	4.296626e-06	9.128908e-04	1.800000e-03
1	rs51210174	101005107	1	4.296626e-06	9.495915e-04	1.600000e-03
1	rs13476025	103724864	1	7.668534e-06	1.511432e-03	2.800000e-03
1	rs31806216	104776951	1	7.668534e-06	2.076726e-03	2.200000e-03
1	rs13476030	104876883	1	9.324705e-06	3.056516e-03	2.100000e-03
1	rs32565357	105111772	1	9.324705e-06	2.141156e-03	1.900000e-03
1	rs32697536	105583184	1	9.324705e-06	-5.831399e-04	3.500000e-03
1	rs30506144	105777024	1	5.952797e-06	1.310208e-03	3.300000e-03
1	rs30488981	106319361	1	5.952797e-06	-2.343014e-03	2.700000e-03
1	rs30487561	106321454	1	5.844495e-06	4.887656e-04	2.200000e-03
1	rs30484039	106390737	1	5.844495e-06	4.917546e-04	2.700000e-03
1	rs47647099	106591071	1	5.844495e-06	3.338544e-03	2.000000e-03
1	rs49762567	106591714	1	5.844495e-06	1.875206e-03	2.600000e-03
1	rs3680216	106729016	1	5.844495e-06	1.912374e-03	8.000000e-04
1	rs31994637	106835365	1	5.844495e-06	1.553095e-03	2.200000e-03
1	rs31960226	107486168	1	5.178637e-06	-7.767340e-05	2.900000e-03
1	rs32738873	108383180	1	5.178637e-06	4.467380e-03	1.200000e-03
1	rs31744083	108386362	1	5.178637e-06	1.910512e-03	2.400000e-03
1	rs47329570	108912083	1	5.178637e-06	-4.005593e-04	1.200000e-03
1	rs31960159	108971258	1	5.178637e-06	1.942874e-03	2.800000e-03
1	rs13476045	109064276	1	5.178637e-06	1.689284e-03	3.000000e-03
1	rs45843892	109228102	1	5.178637e-06	1.204613e-03	4.500000e-03
1	rs31935680	109540731	1	5.178637e-06	9.189586e-04	2.900000e-03
1	rs3685919	109631744	1	7.560277e-06	5.772077e-04	4.400000e-03
1	rs6319405	110466532	1	7.560277e-06	9.313021e-04	1.300000e-03
1	rs3710646	110950866	1	7.560277e-06	8.213165e-04	2.800000e-03
1	rs30584583	113394307	1	5.178637e-06	1.601338e-03	1.700000e-03
1	rs51800183	114016746	1	5.178637e-06	1.282658e-03	2.600000e-03
1	rs48823920	115287745	1	5.178637e-06	-1.227441e-03	3.900000e-03
1	rs30719160	115659440	1	1.205831e-05	1.507030e-03	1.800000e-03
1	rs31471077	115938445	1	1.205831e-05	8.019922e-04	3.300000e-03
1	rs30675648	115951738	1	1.205831e-05	2.666596e-04	3.400000e-03
1	rs32180662	116037566	1	1.205831e-05	1.517903e-03	2.200000e-03
1	rs30680977	116103811	1	1.205831e-05	-1.225199e-03	2.400000e-03
1	rs32807094	116490700	1	1.205831e-05	2.888878e-04	2.800000e-03
1	rs30637341	116557932	1	1.205831e-05	3.748080e-04	3.200000e-03
1	rs32757674	117085254	1	1.205831e-05	1.798621e-03	3.000000e-03
1	rs32268077	118705730	1	1.205831e-05	2.854912e-03	2.000000e-03
1	rs30725178	118850330	1	1.205831e-05	3.464641e-03	1.700000e-03
1	rs30724278	118852804	1	1.205831e-05	1.914596e-03	4.000000e-03
1	rs30698282	118988073	1	1.205831e-05	1.429109e-03	3.800000e-03
1	rs3723088	120061123	1	1.443995e-05	2.236011e-03	2.900000e-03
1	rs3663708	120112911	1	1.205831e-05	4.038663e-03	1.700000e-03
1	rs31007558	120147866	1	1.205831e-05	1.657163e-03	4.300000e-03
1	rs30727085	120894306	1	1.205831e-05	4.407329e-03	2.200000e-03
1	rs48015801	121148291	1	1.744675e-06	6.968967e-04	3.100000e-03
1	rs230640887	121329451	1	1.744675e-06	6.603355e-04	3.100000e-03
1	rs237885247	121353007	1	1.744675e-06	5.724549e-04	2.600000e-03
