# Analysis Group Name : Default Analysis Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Description : Including all applicable data files.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created By :bridgeslab@umich.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Last Modified Date : 2018-07-20 08:54:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Number of Experiments in Analysis Group : 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# List of instrument types in the study that are imported : QuantStudio 5 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Normalization method : Endogenous Control = Gapd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Sample : 4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Reference Group : Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Max CT : 40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Confidence Level : 95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,Barcode,Well,Diet,Sample,Target,Task,Amp Score,Amp Status,Cq Conf,Target Efficiency,Cq,Cq (Post IC),Eq. Cq,Quantity,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline Stop,Tm1,Tm2,Tm3,Cq Mean,Cq SE,Intercept,R-Squared,Slope,Efficiency,Omit,FLAGS,AMPNC,AMPSCORE,BADROX,OFFSCALE,NOAMP,NOISE,SPIKE,NOSIGNAL,NOSAMPLE,EXPFAIL,BLFAIL,THOLDFAIL,CTFAIL,HIGHSD,OUTLIERRG,MAXCT,MPOUTLIER,MTP or TM,LOWROX,PRFLOW,PRFDROP,DRNMIN,CQCONF
2017-10-06 184851.eds,,A11,Control,4086,Gapd,UNKNOWN,1.2369071,Amp,0.948527,100,17.61247,17.61247,17.61247,-,TRUE,0.33665445,TRUE,3,11,71.377365,-,-,17.19165,0.42082024,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-06 184851.eds,,A12,Ketogenic Diet,4104,Gapd,UNKNOWN,1.4253452,Amp,0.99140304,100,16.878191,16.878191,16.878191,-,TRUE,0.33665445,TRUE,3,11,77.29359,-,-,16.674376,0.20381546,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A13,Control,4086,Pgk1,UNKNOWN,1.3483609,Amp,0.9838878,100,20.319197,20.319197,20.319197,-,TRUE,0.24603838,TRUE,3,15,73.425285,-,-,20.048979,0.2702179,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-06 184851.eds,,A14,Ketogenic Diet,4104,Pgk1,UNKNOWN,1.3741465,Amp,0.98162156,100,19.734337,19.734337,19.734337,-,TRUE,0.24603838,TRUE,3,14,73.08397,-,-,19.583149,0.1511879,-,-,-,-,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-10-06 184851.eds,,A15,Control,4086,Pgk1,UNKNOWN,1.4588203,Amp,0.9933584,100,19.77876,19.77876,19.77876,-,TRUE,0.24603838,TRUE,3,14,75.359436,-,-,20.048979,0.2702179,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A16,Ketogenic Diet,4104,Pgk1,UNKNOWN,1.5098594,Amp,0.9933032,100,19.431961,19.431961,19.431961,-,TRUE,0.24603838,TRUE,3,15,76.61095,-,-,19.583149,0.1511879,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A17,Control,4086,Rplp0,UNKNOWN,1.4611413,Amp,0.9917447,100,20.870737,20.870737,20.870737,-,TRUE,0.3932123,TRUE,3,15,80.024155,-,-,20.199558,0.67117786,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A18,Ketogenic Diet,4104,Rplp0,UNKNOWN,1.6145817,Amp,0.99172807,100,19.44049,19.44049,19.44049,-,TRUE,0.3932123,TRUE,3,12,83.892456,-,-,19.275286,0.165205,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A19,Control,4086,Rplp0,UNKNOWN,1.6446265,Amp,0.98566943,100,19.528381,19.528381,19.528381,-,TRUE,0.3932123,TRUE,3,13,84.68887,-,-,20.199558,0.67117786,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A20,Ketogenic Diet,4104,Rplp0,UNKNOWN,1.6292449,Amp,0.980827,100,19.11008,19.11008,19.11008,-,TRUE,0.3932123,TRUE,3,13,84.68887,-,-,19.275286,0.165205,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A21,Control,4086,Rplp13,UNKNOWN,1.6059836,Amp,0.98926914,100,20.305143,20.305143,20.305143,-,TRUE,0.39034972,TRUE,3,14,85.25774,-,-,20.472786,0.16764164,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A22,Ketogenic Diet,4104,Rplp13,UNKNOWN,1.604049,Amp,0.98562527,100,20.103514,20.103514,20.103514,-,TRUE,0.39034972,TRUE,3,15,85.37151,-,-,20.206093,0.10258007,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A23,Control,4086,Rplp13,UNKNOWN,1.6075926,Amp,0.98909557,100,20.640427,20.640427,20.640427,-,TRUE,0.39034972,TRUE,3,15,85.14397,-,-,20.472786,0.16764164,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,A24,Ketogenic Diet,4104,Rplp13,UNKNOWN,1.5978833,Amp,0.9769904,100,20.308674,20.308674,20.308674,-,TRUE,0.39034972,TRUE,3,15,85.14397,-,-,20.206093,0.10258007,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B1,Control,4087,Actb,UNKNOWN,1.5675387,Amp,0.941143,100,16.659613,16.659613,16.659613,-,TRUE,0.22731464,TRUE,3,13,83.09604,-,-,17.000198,0.34058666,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B2,Ketogenic Diet,4105,Actb,UNKNOWN,1.4955122,Amp,0.91633475,100,15.934333,15.934333,15.934333,-,TRUE,0.22731464,TRUE,3,10,83.66491,-,-,16.242453,0.3081193,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B3,Control,4087,Actb,UNKNOWN,1.5802959,Amp,0.9783559,100,17.340786,17.340786,17.340786,-,TRUE,0.22731464,TRUE,3,12,82.527176,-,-,17.000198,0.34058666,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B4,Ketogenic Diet,4105,Actb,UNKNOWN,1.5641885,Amp,0.9603121,100,16.550571,16.550571,16.550571,-,TRUE,0.22731464,TRUE,3,12,82.4134,-,-,16.242453,0.3081193,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B5,Control,4087,BDH1,UNKNOWN,1.6400517,Amp,0.9876727,100,27.695856,27.695856,27.695856,-,TRUE,0.1935859,TRUE,3,22,86.7368,-,-,28.561707,0.53248507,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B6,Ketogenic Diet,4105,BDH1,UNKNOWN,1.6374449,Amp,0.9728833,100,26.465088,26.465088,26.465088,-,TRUE,0.1935859,TRUE,3,21,86.7368,-,-,27.222023,0.40920052,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B7,Control,4087,BDH1,UNKNOWN,1.6358901,Amp,0.992109,100,27.586506,27.586506,27.586506,-,TRUE,0.1935859,TRUE,3,23,86.7368,-,-,28.561707,0.53248507,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B8,Ketogenic Diet,4105,BDH1,UNKNOWN,1.6350265,Amp,0.9756073,100,26.589792,26.589792,26.589792,-,TRUE,0.1935859,TRUE,3,21,86.85057,-,-,27.222023,0.40920052,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B9,Control,4087,Gapd,UNKNOWN,1.5911244,Amp,0.9800274,100,16.924435,16.924435,16.924435,-,TRUE,0.33665445,TRUE,3,11,80.36548,-,-,16.914314,0.010121346,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B10,Ketogenic Diet,4105,Gapd,UNKNOWN,1.5725943,Amp,0.97187436,100,16.067057,16.067057,16.067057,-,TRUE,0.33665445,TRUE,3,10,80.2517,-,-,16.037046,0.030010223,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B11,Control,4087,Gapd,UNKNOWN,1.5920503,Amp,0.9763571,100,16.904192,16.904192,16.904192,-,TRUE,0.33665445,TRUE,3,11,80.36548,-,-,16.914314,0.010121346,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B12,Ketogenic Diet,4105,Gapd,UNKNOWN,1.5775121,Amp,0.9580164,100,16.007036,16.007036,16.007036,-,TRUE,0.33665445,TRUE,3,10,80.47925,-,-,16.037046,0.030010223,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B13,Control,4087,Pgk1,UNKNOWN,1.6223297,Amp,0.98136723,100,19.655651,19.655651,19.655651,-,TRUE,0.24603838,TRUE,3,14,79.341515,-,-,19.724869,0.06921768,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B14,Ketogenic Diet,4105,Pgk1,UNKNOWN,1.6181136,Amp,0.94730806,100,18.66145,18.66145,18.66145,-,TRUE,0.24603838,TRUE,3,14,79.455284,-,-,18.748386,0.086937904,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B15,Control,4087,Pgk1,UNKNOWN,1.6194155,Amp,0.95793307,100,19.794086,19.794086,19.794086,-,TRUE,0.24603838,TRUE,3,15,79.341515,-,-,19.724869,0.06921768,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B16,Ketogenic Diet,4105,Pgk1,UNKNOWN,1.5556887,Amp,0.97870636,100,18.835325,18.835325,18.835325,-,TRUE,0.24603838,TRUE,3,14,79.341515,-,-,18.748386,0.086937904,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B17,Control,4087,Rplp0,UNKNOWN,1.6498262,Amp,0.9826127,100,19.912672,19.912672,19.912672,-,TRUE,0.3932123,TRUE,3,14,84.46133,-,-,19.882195,0.03047657,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B18,Ketogenic Diet,4105,Rplp0,UNKNOWN,1.6447381,Amp,0.9599972,100,18.501013,18.501013,18.501013,-,TRUE,0.3932123,TRUE,3,13,84.5751,-,-,18.574776,0.07376385,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B19,Control,4087,Rplp0,UNKNOWN,1.6486228,Amp,0.9843128,100,19.851719,19.851719,19.851719,-,TRUE,0.3932123,TRUE,3,14,84.5751,-,-,19.882195,0.03047657,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B20,Ketogenic Diet,4105,Rplp0,UNKNOWN,1.6369416,Amp,0.9733046,100,18.64854,18.64854,18.64854,-,TRUE,0.3932123,TRUE,3,13,84.46133,-,-,18.574776,0.07376385,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B21,Control,4087,Rplp13,UNKNOWN,1.6003612,Amp,0.98635805,100,20.704077,20.704077,20.704077,-,TRUE,0.39034972,TRUE,3,15,85.14397,-,-,20.718843,0.014766693,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B22,Ketogenic Diet,4105,Rplp13,UNKNOWN,1.6037986,Amp,0.9575511,100,19.157429,19.157429,19.157429,-,TRUE,0.39034972,TRUE,3,13,85.25774,-,-,19.152805,0.004622459,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B23,Control,4087,Rplp13,UNKNOWN,1.6066701,Amp,0.9795738,100,20.73361,20.73361,20.73361,-,TRUE,0.39034972,TRUE,3,15,85.14397,-,-,20.718843,0.014766693,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,B24,Ketogenic Diet,4105,Rplp13,UNKNOWN,1.6045278,Amp,0.9777105,100,19.148184,19.148184,19.148184,-,TRUE,0.39034972,TRUE,3,13,85.14397,-,-,19.152805,0.004622459,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C1,Control,4088,Actb,UNKNOWN,1.5712911,Amp,0.981146,100,17.192356,17.192356,17.192356,-,TRUE,0.22731464,TRUE,3,12,82.98227,-,-,17.736673,0.54431725,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C2,Control,4106,Actb,UNKNOWN,1.5582103,Amp,0.9397824,100,16.269007,16.269007,16.269007,-,TRUE,0.22731464,TRUE,3,12,83.09604,-,-,16.70947,0.44046402,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C3,Control,4088,Actb,UNKNOWN,1.5724162,Amp,0.9881538,100,18.28099,18.28099,18.28099,-,TRUE,0.22731464,TRUE,3,13,82.18585,-,-,17.736673,0.54431725,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C4,Control,4106,Actb,UNKNOWN,1.5617723,Amp,0.97344375,100,17.149935,17.149935,17.149935,-,TRUE,0.22731464,TRUE,3,12,82.29963,-,-,16.70947,0.44046402,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C5,Control,4088,BDH1,UNKNOWN,1.6352869,Amp,0.99418527,100,28.540565,28.540565,28.540565,-,TRUE,0.1935859,TRUE,3,23,86.7368,-,-,28.93862,0.3460859,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C6,Control,4106,BDH1,UNKNOWN,1.6254987,Amp,0.96979314,100,27.26297,27.26297,27.26297,-,TRUE,0.1935859,TRUE,3,20,86.7368,-,-,27.769024,0.41705954,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C7,Control,4088,BDH1,UNKNOWN,1.6279337,Amp,0.99087226,100,28.179853,28.179853,28.179853,-,TRUE,0.1935859,TRUE,3,23,86.7368,-,-,28.93862,0.3460859,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C8,Control,4106,BDH1,UNKNOWN,1.6304404,Amp,0.979828,100,26.880346,26.880346,26.880346,-,TRUE,0.1935859,TRUE,3,22,86.85057,-,-,27.769024,0.41705954,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C9,Control,4088,Gapd,UNKNOWN,1.5884985,Amp,0.9933264,100,16.91783,16.91783,16.91783,-,TRUE,0.33665445,TRUE,3,10,80.36548,-,-,16.967585,0.049755096,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C10,Control,4106,Gapd,UNKNOWN,1.5839156,Amp,0.970825,100,16.176863,16.176863,16.176863,-,TRUE,0.33665445,TRUE,3,11,80.36548,-,-,16.199688,0.022824287,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C11,Control,4088,Gapd,UNKNOWN,1.5855031,Amp,0.99101007,100,17.01734,17.01734,17.01734,-,TRUE,0.33665445,TRUE,3,11,80.36548,-,-,16.967585,0.049755096,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C12,Control,4106,Gapd,UNKNOWN,1.5808529,Amp,0.96745723,100,16.222511,16.222511,16.222511,-,TRUE,0.33665445,TRUE,3,10,80.36548,-,-,16.199688,0.022824287,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C13,Control,4088,Pgk1,UNKNOWN,1.6215068,Amp,0.9925176,100,20.185024,20.185024,20.185024,-,TRUE,0.24603838,TRUE,3,14,79.22774,-,-,20.169313,0.01571083,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C14,Control,4106,Pgk1,UNKNOWN,1.6183192,Amp,0.9787381,100,19.173628,19.173628,19.173628,-,TRUE,0.24603838,TRUE,3,14,79.341515,-,-,19.165401,0.008226395,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C15,Control,4088,Pgk1,UNKNOWN,1.6213717,Amp,0.9947232,100,20.153603,20.153603,20.153603,-,TRUE,0.24603838,TRUE,3,15,79.341515,-,-,20.169313,0.01571083,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C16,Control,4106,Pgk1,UNKNOWN,1.6205943,Amp,0.9763221,100,19.157175,19.157175,19.157175,-,TRUE,0.24603838,TRUE,3,14,79.341515,-,-,19.165401,0.008226395,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C17,Control,4088,Rplp0,UNKNOWN,1.6479179,Amp,0.9931498,100,20.466719,20.466719,20.466719,-,TRUE,0.3932123,TRUE,3,13,84.46133,-,-,20.494705,0.02798748,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-06 184851.eds,,C18,Control,4106,Rplp0,UNKNOWN,1.6415148,Amp,0.97603905,100,19.192698,19.192698,19.192698,-,TRUE,0.3932123,TRUE,3,13,84.46133,-,-,19.118721,0.07397747,-,-,-,-,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
