# Analysis Version : 1.1
# Analysis Group Name : Default Analysis Group
# Description : Including all applicable data files.
# Created By :bridgeslab@umich.edu
# Last Modified Date : 2024-01-15 05:44:39 PM
# Number of Experiments in Analysis Group : 2
# List of instrument types in the study that are imported : QuantStudio 5 System
# Normalization method : Endogenous Control = Rplp0
# Reference Sample : 1739
# Reference Group : 
# Max CT : 40.0
# Confidence Level : 95.0
# Statistical Test:T-test

"Experiment Name","Barcode","Well","Biological Group Name","Sample Name","Target Name","Task","Amp Score","Amp Status","Cq Conf","Target Efficiency","Cq","Cq (Post IC)","Eq. Cq","Quantity","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline Stop","Tm1","Tm2","Tm3","Cq Mean","Cq SE","Intercept","R-Squared","Slope","Efficiency","Omit","FLAGS","AMPNC","AMPSCORE","BADROX","OFFSCALE","NOAMP","NOISE","SPIKE","NOSIGNAL","NOSAMPLE","EXPFAIL","BLFAIL","THOLDFAIL","CTFAIL","HIGHSD","OUTLIERRG","MAXCT","MPOUTLIER","MTP or TM","LOWROX","PRFLOW","PRFDROP","DRNMIN","CQCONF",
"2024-01-15 Slc16a1.eds","","B16","","4087","Rplp0","UNKNOWN","1.63049","Amp","0.9890896","100.0","23.943274","23.943274","23.943274","-","true","0.72670037","true","3.0","17.0","84.0025","-","-","23.93072","0.0090346895","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","B17","","4113","Rplp0","UNKNOWN","1.6862926","Amp","0.98667014","100.0","21.937538","21.937538","21.937538","-","true","0.72670037","true","3.0","15.0","84.73706","-","-","22.454971","0.26007435","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","B18","","4109","Rplp0","UNKNOWN","1.6695055","Amp","0.9673789","100.0","18.913424","18.913424","18.913424","-","true","0.72670037","true","3.0","12.0","84.73706","-","-","19.360779","0.2258991","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","B19","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","84.51319","88.8786","69.73793","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","B20","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","87.31153","83.72965","73.76755","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","B21","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","66.589066","76.97522","62.56862","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","B22","","No Sample","Rplp0","UNKNOWN","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","62.680298","91.38183","73.73653","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","B23","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","88.70153","76.5285","62.903656","-","-","-","-","-","-","false","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","B24","","No Sample","Rplp0","UNKNOWN","0.0","Inconclusive","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.72670037","true","3.0","39.0","73.73653","66.9241","78.53873","-","-","-","-","-","-","false","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0",
"2024-01-15 Slc16a1.eds","","C1","","4088","Rplp0","UNKNOWN","1.6368114","Amp","0.9819718","100.0","23.262466","23.262466","23.262466","-","true","0.72670037","true","3.0","16.0","83.903595","-","-","23.350561","0.05135234","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C2","","1749","Rplp0","UNKNOWN","1.6209495","Amp","0.9753765","100.0","22.966852","22.966852","22.966852","-","true","0.72670037","true","3.0","15.0","83.679146","-","-","22.967045","0.0164204","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C3","","4111","Rplp0","UNKNOWN","1.6353766","Amp","0.9592011","100.0","21.502579","21.502579","21.502579","-","true","0.72670037","true","3.0","15.0","83.903595","-","-","21.53505","0.046490762","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C4","","4102","Rplp0","UNKNOWN","1.6259083","Amp","0.9812155","100.0","23.378828","23.378828","23.378828","-","true","0.72670037","true","3.0","16.0","83.679146","-","-","23.23005","0.08227768","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C5","","1744","Rplp0","UNKNOWN","1.6208568","Amp","0.985541","100.0","25.146294","25.146294","25.146294","-","true","0.72670037","true","3.0","18.0","83.825516","-","-","24.778574","0.27344272","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C6","","4090","Rplp0","UNKNOWN","1.6107287","Amp","0.9687868","100.0","23.211445","23.211445","23.211445","-","true","0.72670037","true","3.0","15.0","83.713135","-","-","22.791462","0.27714273","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C7","","4088","Rplp0","UNKNOWN","1.6300436","Amp","0.9769324","100.0","23.348883","23.348883","23.348883","-","true","0.72670037","true","3.0","16.0","83.937904","-","-","23.350561","0.05135234","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C8","","1749","Rplp0","UNKNOWN","1.6276405","Amp","0.9780285","100.0","22.995583","22.995583","22.995583","-","true","0.72670037","true","3.0","16.0","83.937904","-","-","22.967045","0.0164204","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2024-01-15 Slc16a1.eds","","C9","","4111","Rplp0","UNKNOWN","1.6285197","Amp","0.9761849","100.0","21.62674","21.62674","21.62674","-","true","0.72670037","true","3.0","15.0","83.923965","-","-","21.53505","0.046490762","-","-","-","-","false","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
